#category	term ID	term description	observed gene count	background gene count	strength	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
Monarch	HP:0000525	Abnormality iris morphology	7	352	1.51	3.64e-08	9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000348089,9606.ENSP00000358918,9606.ENSP00000418960,9606.ENSP00000498215	BRIP1,FANCD2,ERCC4,ERCC6,SUFU,BRCA1,FANCB
Monarch	HP:0001010	Hypopigmentation of the skin	6	174	1.75	3.71e-08	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000418960,9606.ENSP00000498215	APC,BRIP1,FANCD2,ERCC4,BRCA1,FANCB
Monarch	HP:0008069	Neoplasm of the skin	6	175	1.75	3.79e-08	9606.ENSP00000257430,9606.ENSP00000269305,9606.ENSP00000310520,9606.ENSP00000358918,9606.ENSP00000360141,9606.ENSP00000418915	APC,TP53,ERCC4,SUFU,GNAS,CDKN2A
Monarch	HP:0006101	Finger syndactyly	6	178	1.74	4.10e-08	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000418960,9606.ENSP00000498215	APC,BRIP1,FANCD2,ERCC4,BRCA1,FANCB
Monarch	HP:0025015	Abnormal vascular morphology	9	1027	1.16	4.25e-08	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000269305,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000348089,9606.ENSP00000358918,9606.ENSP00000418960,9606.ENSP00000498215	APC,BRIP1,TP53,FANCD2,ERCC4,ERCC6,SUFU,BRCA1,FANCB
Monarch	HP:0011821	Abnormal facial skeleton morphology	9	1056	1.15	5.36e-08	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000348089,9606.ENSP00000358918,9606.ENSP00000360141,9606.ENSP00000418960,9606.ENSP00000498215	APC,BRIP1,FANCD2,ERCC4,ERCC6,SUFU,GNAS,BRCA1,FANCB
Monarch	HP:0000025	Functional abnormality of male internal genitalia	6	188	1.72	5.47e-08	9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000348089,9606.ENSP00000418960,9606.ENSP00000498215	BRIP1,FANCD2,ERCC4,ERCC6,BRCA1,FANCB
Monarch	HP:0000077	Abnormality of the kidney	9	1077	1.14	6.19e-08	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000269305,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000348089,9606.ENSP00000360141,9606.ENSP00000418960,9606.ENSP00000498215	APC,BRIP1,TP53,FANCD2,ERCC4,ERCC6,GNAS,BRCA1,FANCB
Monarch	HP:0012373	Abnormal eye physiology	11	2405	0.88	6.95e-08	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000269305,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000348089,9606.ENSP00000358918,9606.ENSP00000360141,9606.ENSP00000398880,9606.ENSP00000418960,9606.ENSP00000498215	APC,BRIP1,TP53,FANCD2,ERCC4,ERCC6,SUFU,GNAS,CDK12,BRCA1,FANCB
Monarch	HP:0000079	Abnormality of the urinary system	10	1657	1.0	7.25e-08	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000269305,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000348089,9606.ENSP00000358918,9606.ENSP00000360141,9606.ENSP00000418960,9606.ENSP00000498215	APC,BRIP1,TP53,FANCD2,ERCC4,ERCC6,SUFU,GNAS,BRCA1,FANCB
Monarch	HP:0010935	Abnormality of the upper urinary tract	9	1101	1.13	7.30e-08	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000269305,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000348089,9606.ENSP00000360141,9606.ENSP00000418960,9606.ENSP00000498215	APC,BRIP1,TP53,FANCD2,ERCC4,ERCC6,GNAS,BRCA1,FANCB
Monarch	HP:0004328	Abnormal anterior eye segment morphology	9	1106	1.13	7.55e-08	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000348089,9606.ENSP00000358918,9606.ENSP00000360141,9606.ENSP00000418960,9606.ENSP00000498215	APC,BRIP1,FANCD2,ERCC4,ERCC6,SUFU,GNAS,BRCA1,FANCB
Monarch	HP:0001770	Toe syndactyly	6	206	1.68	8.71e-08	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000418960,9606.ENSP00000498215	APC,BRIP1,FANCD2,ERCC4,BRCA1,FANCB
Monarch	HP:0004349	Reduced bone mineral density	7	413	1.44	9.40e-08	9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000348089,9606.ENSP00000360141,9606.ENSP00000418960,9606.ENSP00000498215	BRIP1,FANCD2,ERCC4,ERCC6,GNAS,BRCA1,FANCB
Monarch	HP:0008572	External ear malformation	5	86	1.98	9.88e-08	9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000418960,9606.ENSP00000498215	BRIP1,FANCD2,ERCC4,BRCA1,FANCB
Monarch	HP:0002827	Hip dislocation	6	215	1.66	1.10e-07	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000418960,9606.ENSP00000498215	APC,BRIP1,FANCD2,ERCC4,BRCA1,FANCB
Monarch	HP:0001882	Leukopenia	5	90	1.96	1.22e-07	9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000418960,9606.ENSP00000498215	BRIP1,FANCD2,ERCC4,BRCA1,FANCB
Monarch	HP:0007378	Neoplasm of the gastrointestinal tract	6	221	1.65	1.27e-07	9606.ENSP00000257430,9606.ENSP00000269305,9606.ENSP00000358918,9606.ENSP00000360141,9606.ENSP00000418915,9606.ENSP00000418960	APC,TP53,SUFU,GNAS,CDKN2A,BRCA1
Monarch	HP:0009778	Short thumb	5	91	1.96	1.27e-07	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000358918,9606.ENSP00000360141	APC,BRIP1,FANCD2,SUFU,GNAS
Monarch	HP:0009122	Aplasia/hypoplasia affecting bones of the axial skeleton	8	751	1.24	1.33e-07	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000348089,9606.ENSP00000358918,9606.ENSP00000418960,9606.ENSP00000498215	APC,BRIP1,FANCD2,ERCC4,ERCC6,SUFU,BRCA1,FANCB
Monarch	HP:0000027	Azoospermia	5	93	1.95	1.39e-07	9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000418960,9606.ENSP00000498215	BRIP1,FANCD2,ERCC4,BRCA1,FANCB
Monarch	HP:0001732	Abnormality of the pancreas	6	225	1.64	1.39e-07	9606.ENSP00000257430,9606.ENSP00000269305,9606.ENSP00000287647,9606.ENSP00000360141,9606.ENSP00000418915,9606.ENSP00000418960	APC,TP53,FANCD2,GNAS,CDKN2A,BRCA1
Monarch	HP:0002060	Abnormal cerebral morphology	10	1786	0.96	1.39e-07	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000269305,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000348089,9606.ENSP00000358918,9606.ENSP00000360141,9606.ENSP00000418960,9606.ENSP00000498215	APC,BRIP1,TP53,FANCD2,ERCC4,ERCC6,SUFU,GNAS,BRCA1,FANCB
Monarch	HP:0030669	Abnormal ocular adnexa morphology	9	1218	1.08	1.62e-07	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000348089,9606.ENSP00000358918,9606.ENSP00000360141,9606.ENSP00000418960,9606.ENSP00000498215	APC,BRIP1,FANCD2,ERCC4,ERCC6,SUFU,GNAS,BRCA1,FANCB
Monarch	HP:0001638	Cardiomyopathy	7	453	1.4	1.64e-07	9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000348089,9606.ENSP00000358918,9606.ENSP00000418960,9606.ENSP00000498215	BRIP1,FANCD2,ERCC4,ERCC6,SUFU,BRCA1,FANCB
Monarch	HP:0000010	Recurrent urinary tract infections	5	99	1.92	1.80e-07	9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000418960,9606.ENSP00000498215	BRIP1,FANCD2,ERCC4,BRCA1,FANCB
Monarch	HP:0003272	Abnormal hip bone morphology	7	461	1.4	1.82e-07	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000348089,9606.ENSP00000418960,9606.ENSP00000498215	APC,BRIP1,FANCD2,ERCC4,ERCC6,BRCA1,FANCB
Monarch	HP:0033353	Abnormal blood vessel morphology	8	792	1.22	1.89e-07	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000269305,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000348089,9606.ENSP00000418960,9606.ENSP00000498215	APC,BRIP1,TP53,FANCD2,ERCC4,ERCC6,BRCA1,FANCB
Monarch	HP:0000453	Choanal atresia	5	101	1.91	1.94e-07	9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000418960,9606.ENSP00000498215	BRIP1,FANCD2,ERCC4,BRCA1,FANCB
Monarch	HP:0001639	Hypertrophic cardiomyopathy	6	241	1.61	1.94e-07	9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000358918,9606.ENSP00000418960,9606.ENSP00000498215	BRIP1,FANCD2,ERCC4,SUFU,BRCA1,FANCB
Monarch	HP:0000002	Abnormality of body height	9	1253	1.07	1.96e-07	9606.ENSP00000259008,9606.ENSP00000269305,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000348089,9606.ENSP00000358918,9606.ENSP00000360141,9606.ENSP00000418960,9606.ENSP00000498215	BRIP1,TP53,FANCD2,ERCC4,ERCC6,SUFU,GNAS,BRCA1,FANCB
Monarch	HP:0001053	Hypopigmented skin patches	5	102	1.91	1.96e-07	9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000418960,9606.ENSP00000498215	BRIP1,FANCD2,ERCC4,BRCA1,FANCB
Monarch	HP:0001511	Intrauterine growth retardation	7	469	1.39	1.96e-07	9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000348089,9606.ENSP00000360141,9606.ENSP00000418960,9606.ENSP00000498215	BRIP1,FANCD2,ERCC4,ERCC6,GNAS,BRCA1,FANCB
Monarch	HP:0001760	Abnormal foot morphology	9	1253	1.07	1.96e-07	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000348089,9606.ENSP00000358918,9606.ENSP00000360141,9606.ENSP00000418960,9606.ENSP00000498215	APC,BRIP1,FANCD2,ERCC4,ERCC6,SUFU,GNAS,BRCA1,FANCB
Monarch	HP:0000144	Decreased fertility	6	245	1.6	2.05e-07	9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000360141,9606.ENSP00000418960,9606.ENSP00000498215	BRIP1,FANCD2,ERCC4,GNAS,BRCA1,FANCB
Monarch	HP:0004325	Decreased body weight	9	1274	1.06	2.19e-07	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000269305,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000348089,9606.ENSP00000360141,9606.ENSP00000418960,9606.ENSP00000498215	APC,BRIP1,TP53,FANCD2,ERCC4,ERCC6,GNAS,BRCA1,FANCB
Monarch	HP:0100543	Cognitive impairment	10	1903	0.94	2.32e-07	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000269305,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000348089,9606.ENSP00000358918,9606.ENSP00000360141,9606.ENSP00000418960,9606.ENSP00000498215	APC,BRIP1,TP53,FANCD2,ERCC4,ERCC6,SUFU,GNAS,BRCA1,FANCB
Monarch	HP:0000365	Hearing impairment	9	1288	1.06	2.39e-07	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000348089,9606.ENSP00000358918,9606.ENSP00000360141,9606.ENSP00000418960,9606.ENSP00000498215	APC,BRIP1,FANCD2,ERCC4,ERCC6,SUFU,GNAS,BRCA1,FANCB
Monarch	HP:0007364	Aplasia/Hypoplasia of the cerebrum	9	1300	1.06	2.57e-07	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000269305,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000348089,9606.ENSP00000358918,9606.ENSP00000418960,9606.ENSP00000498215	APC,BRIP1,TP53,FANCD2,ERCC4,ERCC6,SUFU,BRCA1,FANCB
Monarch	HP:0012210	Abnormal renal morphology	8	837	1.2	2.62e-07	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000348089,9606.ENSP00000360141,9606.ENSP00000418960,9606.ENSP00000498215	APC,BRIP1,FANCD2,ERCC4,ERCC6,GNAS,BRCA1,FANCB
Monarch	HP:0100886	Abnormality of globe location	8	839	1.19	2.65e-07	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000348089,9606.ENSP00000358918,9606.ENSP00000418960,9606.ENSP00000498215	APC,BRIP1,FANCD2,ERCC4,ERCC6,SUFU,BRCA1,FANCB
Monarch	HP:0000277	Abnormal mandible morphology	8	841	1.19	2.68e-07	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000348089,9606.ENSP00000358918,9606.ENSP00000418960,9606.ENSP00000498215	APC,BRIP1,FANCD2,ERCC4,ERCC6,SUFU,BRCA1,FANCB
Monarch	HP:0000929	Abnormal skull morphology	10	1954	0.92	2.81e-07	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000269305,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000348089,9606.ENSP00000358918,9606.ENSP00000360141,9606.ENSP00000418960,9606.ENSP00000498215	APC,BRIP1,TP53,FANCD2,ERCC4,ERCC6,SUFU,GNAS,BRCA1,FANCB
Monarch	HP:0002023	Anal atresia	5	113	1.86	2.91e-07	9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000418960,9606.ENSP00000498215	BRIP1,FANCD2,ERCC4,BRCA1,FANCB
Monarch	HP:0200007	Abnormal size of the palpebral fissures	6	267	1.57	3.08e-07	9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000348089,9606.ENSP00000418960,9606.ENSP00000498215	BRIP1,FANCD2,ERCC4,ERCC6,BRCA1,FANCB
Monarch	HP:0001646	Abnormal aortic valve morphology	5	116	1.85	3.26e-07	9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000418960,9606.ENSP00000498215	BRIP1,FANCD2,ERCC4,BRCA1,FANCB
Monarch	HP:0006824	Cranial nerve paralysis	6	271	1.56	3.32e-07	9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000358918,9606.ENSP00000418960,9606.ENSP00000498215	BRIP1,FANCD2,ERCC4,SUFU,BRCA1,FANCB
Monarch	HP:0031704	Abnormal ear physiology	9	1362	1.04	3.55e-07	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000348089,9606.ENSP00000358918,9606.ENSP00000360141,9606.ENSP00000418960,9606.ENSP00000498215	APC,BRIP1,FANCD2,ERCC4,ERCC6,SUFU,GNAS,BRCA1,FANCB
Monarch	HP:0000083	Renal insufficiency	6	285	1.54	4.36e-07	9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000348089,9606.ENSP00000418960,9606.ENSP00000498215	BRIP1,FANCD2,ERCC4,ERCC6,BRCA1,FANCB
Monarch	HP:0001480	Freckling	4	38	2.24	4.48e-07	9606.ENSP00000257430,9606.ENSP00000310520,9606.ENSP00000348089,9606.ENSP00000418915	APC,ERCC4,ERCC6,CDKN2A
Monarch	HP:0012745	Short palpebral fissure	5	127	1.81	4.88e-07	9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000418960,9606.ENSP00000498215	BRIP1,FANCD2,ERCC4,BRCA1,FANCB
Monarch	HP:0001679	Abnormal aortic morphology	6	292	1.53	4.96e-07	9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000348089,9606.ENSP00000418960,9606.ENSP00000498215	BRIP1,FANCD2,ERCC4,ERCC6,BRCA1,FANCB
Monarch	HP:0001636	Tetralogy of Fallot	5	128	1.81	5.01e-07	9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000418960,9606.ENSP00000498215	BRIP1,FANCD2,ERCC4,BRCA1,FANCB
Monarch	HP:0000290	Abnormality of the forehead	8	926	1.15	5.18e-07	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000348089,9606.ENSP00000358918,9606.ENSP00000418960,9606.ENSP00000498215	APC,BRIP1,FANCD2,ERCC4,ERCC6,SUFU,BRCA1,FANCB
Monarch	HP:0100491	Abnormality of lower limb joint	7	558	1.31	5.36e-07	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000348089,9606.ENSP00000418960,9606.ENSP00000498215	APC,BRIP1,FANCD2,ERCC4,ERCC6,BRCA1,FANCB
Monarch	HP:0011277	Abnormality of the urinary system physiology	8	933	1.15	5.44e-07	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000348089,9606.ENSP00000360141,9606.ENSP00000418960,9606.ENSP00000498215	APC,BRIP1,FANCD2,ERCC4,ERCC6,GNAS,BRCA1,FANCB
Monarch	HP:0012211	Abnormal renal physiology	7	560	1.31	5.45e-07	9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000348089,9606.ENSP00000360141,9606.ENSP00000418960,9606.ENSP00000498215	BRIP1,FANCD2,ERCC4,ERCC6,GNAS,BRCA1,FANCB
Monarch	HP:0002778	Abnormal tracheal morphology	5	132	1.79	5.67e-07	9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000418960,9606.ENSP00000498215	BRIP1,FANCD2,ERCC4,BRCA1,FANCB
Monarch	HP:0012041	Decreased fertility in males	5	133	1.79	5.86e-07	9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000418960,9606.ENSP00000498215	BRIP1,FANCD2,ERCC4,BRCA1,FANCB
Monarch	HP:0001939	Abnormality of metabolism/homeostasis	10	2168	0.88	6.92e-07	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000269305,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000348089,9606.ENSP00000358918,9606.ENSP00000360141,9606.ENSP00000418960,9606.ENSP00000498215	APC,BRIP1,TP53,FANCD2,ERCC4,ERCC6,SUFU,GNAS,BRCA1,FANCB
Monarch	HP:0001562	Oligohydramnios	5	139	1.77	7.14e-07	9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000418960,9606.ENSP00000498215	BRIP1,FANCD2,ERCC4,BRCA1,FANCB
Monarch	HP:0012145	Abnormality of multiple cell lineages in the bone marrow	5	139	1.77	7.14e-07	9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000360141,9606.ENSP00000498215	BRIP1,FANCD2,ERCC4,GNAS,FANCB
Monarch	HP:0000119	Abnormality of the genitourinary system	10	2189	0.88	7.46e-07	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000269305,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000348089,9606.ENSP00000358918,9606.ENSP00000360141,9606.ENSP00000418960,9606.ENSP00000498215	APC,BRIP1,TP53,FANCD2,ERCC4,ERCC6,SUFU,GNAS,BRCA1,FANCB
Monarch	HP:0001999	Abnormal facial shape	8	978	1.13	7.49e-07	9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000348089,9606.ENSP00000358918,9606.ENSP00000360141,9606.ENSP00000418960,9606.ENSP00000498215	BRIP1,FANCD2,ERCC4,ERCC6,SUFU,GNAS,BRCA1,FANCB
Monarch	HP:0009121	Abnormal axial skeleton morphology	10	2206	0.87	7.98e-07	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000269305,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000348089,9606.ENSP00000358918,9606.ENSP00000360141,9606.ENSP00000418960,9606.ENSP00000498215	APC,BRIP1,TP53,FANCD2,ERCC4,ERCC6,SUFU,GNAS,BRCA1,FANCB
Monarch	HP:0100242	Sarcoma	5	144	1.76	8.22e-07	9606.ENSP00000257430,9606.ENSP00000269305,9606.ENSP00000358918,9606.ENSP00000360141,9606.ENSP00000418915	APC,TP53,SUFU,GNAS,CDKN2A
Monarch	HP:0012638	Abnormal nervous system physiology	11	3154	0.76	8.63e-07	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000269305,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000348089,9606.ENSP00000358918,9606.ENSP00000360141,9606.ENSP00000418915,9606.ENSP00000418960,9606.ENSP00000498215	APC,BRIP1,TP53,FANCD2,ERCC4,ERCC6,SUFU,GNAS,CDKN2A,BRCA1,FANCB
Monarch	HP:0000028	Cryptorchidism	7	619	1.27	9.99e-07	9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000348089,9606.ENSP00000358918,9606.ENSP00000418960,9606.ENSP00000498215	BRIP1,FANCD2,ERCC4,ERCC6,SUFU,BRCA1,FANCB
Monarch	HP:0000377	Abnormal pinna morphology	8	1019	1.11	9.99e-07	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000348089,9606.ENSP00000358918,9606.ENSP00000418960,9606.ENSP00000498215	APC,BRIP1,FANCD2,ERCC4,ERCC6,SUFU,BRCA1,FANCB
Monarch	HP:0000268	Dolichocephaly	5	158	1.72	1.25e-06	9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000418960,9606.ENSP00000498215	BRIP1,FANCD2,ERCC4,BRCA1,FANCB
Monarch	HP:0012759	Neurodevelopmental abnormality	10	2323	0.85	1.26e-06	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000269305,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000348089,9606.ENSP00000358918,9606.ENSP00000360141,9606.ENSP00000418960,9606.ENSP00000498215	APC,BRIP1,TP53,FANCD2,ERCC4,ERCC6,SUFU,GNAS,BRCA1,FANCB
Monarch	HP:0001159	Syndactyly	6	351	1.45	1.28e-06	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000418960,9606.ENSP00000498215	APC,BRIP1,FANCD2,ERCC4,BRCA1,FANCB
Monarch	HP:0002894	Neoplasm of the pancreas	4	52	2.1	1.28e-06	9606.ENSP00000257430,9606.ENSP00000269305,9606.ENSP00000418915,9606.ENSP00000418960	APC,TP53,CDKN2A,BRCA1
Monarch	HP:0000492	Abnormal eyelid morphology	8	1058	1.09	1.30e-06	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000348089,9606.ENSP00000358918,9606.ENSP00000418960,9606.ENSP00000498215	APC,BRIP1,FANCD2,ERCC4,ERCC6,SUFU,BRCA1,FANCB
Monarch	HP:0000508	Ptosis	7	647	1.25	1.30e-06	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000358918,9606.ENSP00000418960,9606.ENSP00000498215	APC,BRIP1,FANCD2,ERCC4,SUFU,BRCA1,FANCB
Monarch	HP:0000316	Hypertelorism	7	650	1.25	1.34e-06	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000358918,9606.ENSP00000418960,9606.ENSP00000498215	APC,BRIP1,FANCD2,ERCC4,SUFU,BRCA1,FANCB
Monarch	HP:0200008	Intestinal polyposis	4	53	2.09	1.35e-06	9606.ENSP00000257430,9606.ENSP00000269305,9606.ENSP00000358918,9606.ENSP00000360141	APC,TP53,SUFU,GNAS
Monarch	HP:0010936	Abnormality of the lower urinary tract	7	652	1.25	1.36e-06	9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000348089,9606.ENSP00000358918,9606.ENSP00000418960,9606.ENSP00000498215	BRIP1,FANCD2,ERCC4,ERCC6,SUFU,BRCA1,FANCB
Monarch	HP:0012252	Abnormal respiratory system morphology	8	1067	1.09	1.36e-06	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000269305,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000358918,9606.ENSP00000418960,9606.ENSP00000498215	APC,BRIP1,TP53,FANCD2,ERCC4,SUFU,BRCA1,FANCB
Monarch	HP:0005528	Bone marrow hypocellularity	4	54	2.08	1.43e-06	9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000360141	BRIP1,FANCD2,ERCC4,GNAS
Monarch	HP:0000347	Micrognathia	7	659	1.24	1.44e-06	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000348089,9606.ENSP00000418960,9606.ENSP00000498215	APC,BRIP1,FANCD2,ERCC4,ERCC6,BRCA1,FANCB
Monarch	HP:0002086	Abnormality of the respiratory system	9	1636	0.96	1.45e-06	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000269305,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000358918,9606.ENSP00000360141,9606.ENSP00000418960,9606.ENSP00000498215	APC,BRIP1,TP53,FANCD2,ERCC4,SUFU,GNAS,BRCA1,FANCB
Monarch	HP:0009118	Aplasia/Hypoplasia of the mandible	7	660	1.24	1.45e-06	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000348089,9606.ENSP00000418960,9606.ENSP00000498215	APC,BRIP1,FANCD2,ERCC4,ERCC6,BRCA1,FANCB
Monarch	HP:0011893	Abnormal leukocyte count	6	367	1.43	1.58e-06	9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000360141,9606.ENSP00000418960,9606.ENSP00000498215	BRIP1,FANCD2,ERCC4,GNAS,BRCA1,FANCB
Monarch	HP:0001249	Intellectual disability	9	1656	0.95	1.59e-06	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000348089,9606.ENSP00000358918,9606.ENSP00000360141,9606.ENSP00000418960,9606.ENSP00000498215	APC,BRIP1,FANCD2,ERCC4,ERCC6,SUFU,GNAS,BRCA1,FANCB
