# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
RAD54L	ENSG00000085999	ENST00000493032	protein_coding	0	0	0	3	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
RAD54L	ENSG00000085999	ENST00000493985	protein_coding	0	0	0	3	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
RAD54L	ENSG00000085999	ENST00000669994	protein_coding	2	0	0	1	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0
RAD54L	ENSG00000085999	ENST00000671528	protein_coding	2	1	1	7	1	0	0	0	0	0	0	2	7	1	0	0	1	0	0	0	0	0
RAF1	ENSG00000132155	ENST00000251849	protein_coding	1	3	0	19	0	0	1	0	0	0	0	1	19	0	0	0	2	0	0	0	2	0
RAF1	ENSG00000132155	ENST00000432427	protein_coding	1	2	0	18	0	0	0	0	0	0	0	1	16	0	0	0	1	0	0	0	2	2
RAF1	ENSG00000132155	ENST00000442415	protein_coding	1	3	0	19	0	0	1	0	0	0	0	1	19	0	0	0	2	0	0	0	2	0
RAF1	ENSG00000132155	ENST00000685437	protein_coding	1	3	0	19	0	0	1	0	0	0	0	1	19	0	0	0	2	0	0	0	2	0
RAF1	ENSG00000132155	ENST00000685653	protein_coding	1	3	0	19	0	0	0	0	0	0	0	1	19	0	0	0	2	0	0	0	2	1
RAF1	ENSG00000132155	ENST00000685740	protein_coding	0	1	0	3	0	0	1	0	0	0	2	0	1	0	0	0	1	0	0	0	0	0
RAF1	ENSG00000132155	ENST00000685959	protein_coding	0	1	0	14	0	0	0	0	0	0	12	0	3	0	0	0	1	0	0	0	0	0
RAF1	ENSG00000132155	ENST00000687923	protein_coding	1	2	0	20	0	0	1	0	0	0	0	1	20	0	0	0	1	0	0	0	1	0
RAF1	ENSG00000132155	ENST00000688543	protein_coding	1	3	0	19	0	0	1	0	0	0	0	1	19	0	0	0	2	0	0	0	2	0
RAF1	ENSG00000132155	ENST00000688753	protein_coding	0	1	0	3	0	0	0	0	0	0	2	0	1	0	0	0	1	0	0	0	0	1
RAF1	ENSG00000132155	ENST00000689033	protein_coding	0	1	0	15	0	0	0	0	0	0	12	0	3	0	0	0	1	0	0	0	0	1
RAF1	ENSG00000132155	ENST00000689226	protein_coding	0	1	0	10	0	0	1	0	0	0	8	0	2	0	0	0	1	0	0	0	0	0
RAF1	ENSG00000132155	ENST00000689389	protein_coding	1	3	0	19	0	0	1	0	0	0	0	1	19	0	0	0	2	0	0	0	2	0
RAF1	ENSG00000132155	ENST00000690397	protein_coding	1	3	0	19	0	0	1	0	0	0	0	1	19	0	0	0	2	0	0	0	2	0
RAF1	ENSG00000132155	ENST00000690460	protein_coding	1	3	0	19	0	0	1	0	0	0	0	1	19	0	0	0	2	0	0	0	2	0
RAF1	ENSG00000132155	ENST00000691718	protein_coding	0	1	0	3	0	0	1	0	0	0	2	0	1	0	0	0	1	0	0	0	0	0
RAF1	ENSG00000132155	ENST00000691888	protein_coding	1	0	0	6	0	0	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0	0
RAF1	ENSG00000132155	ENST00000691899	protein_coding	1	3	0	19	0	0	0	0	0	0	0	1	19	0	0	0	2	0	0	0	2	1
RAF1	ENSG00000132155	ENST00000692093	protein_coding	1	3	0	19	0	0	1	0	0	0	0	1	19	0	0	0	2	0	0	0	2	0
RAF1	ENSG00000132155	ENST00000692959	protein_coding	0	1	0	3	0	0	1	0	0	0	2	0	1	0	0	0	1	0	0	0	0	0
RAF1	ENSG00000132155	ENST00000693312	protein_coding	1	3	0	19	0	0	1	0	0	0	0	1	19	0	0	0	2	0	0	0	2	0
RB1	ENSG00000139687	ENST00000267163	protein_coding	3	3	0	7	1	0	0	0	0	0	0	1	9	0	1	0	2	1	0	0	1	0
RB1	ENSG00000139687	ENST00000643064	protein_coding	0	0	0	10	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	2
RB1	ENSG00000139687	ENST00000646097	protein_coding	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
RB1	ENSG00000139687	ENST00000650461	protein_coding	3	3	0	7	1	0	0	0	0	0	0	1	9	0	1	0	2	1	0	0	1	0
RECQL4	ENSG00000160957	ENST00000524998	protein_coding	0	1	0	23	0	0	0	0	0	0	19	0	4	0	0	0	0	0	0	0	1	0
RECQL4	ENSG00000160957	ENST00000531875	protein_coding	0	1	1	22	0	0	0	0	0	0	0	0	5	1	0	0	1	0	0	0	0	18
RECQL4	ENSG00000160957	ENST00000532846	protein_coding	0	1	1	22	0	0	0	0	0	0	10	0	10	1	0	0	1	0	0	0	0	3
RECQL4	ENSG00000160957	ENST00000534626	protein_coding	0	1	3	20	0	0	0	0	0	0	4	0	7	3	0	0	2	0	0	0	0	10
RECQL4	ENSG00000160957	ENST00000617875	protein_coding	0	4	7	13	0	0	0	0	0	0	0	0	15	7	0	0	3	0	0	0	2	0
RECQL4	ENSG00000160957	ENST00000621189	protein_coding	0	3	6	16	0	1	3	0	0	0	0	0	15	6	0	0	3	0	0	0	0	0
RET	ENSG00000165731	ENST00000340058	protein_coding	4	4	3	29	0	0	0	0	0	0	1	3	30	3	0	0	3	1	0	0	2	0
RET	ENSG00000165731	ENST00000355710	protein_coding	4	4	3	29	1	0	0	0	0	0	0	3	30	3	0	0	3	1	0	0	2	0
RET	ENSG00000165731	ENST00000498820	protein_coding	1	0	0	31	0	0	0	0	0	0	10	1	21	0	0	0	0	0	0	0	0	0
RET	ENSG00000165731	ENST00000615310	protein_coding	3	3	3	31	1	0	0	0	0	0	0	2	31	3	0	0	1	1	0	0	2	0
RET	ENSG00000165731	ENST00000638465	protein_coding	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1
RET	ENSG00000165731	ENST00000640619	protein_coding	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1
RET	ENSG00000165731	ENST00000683278	protein_coding	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1
RET	ENSG00000165731	ENST00000684216	protein_coding	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1
RHBDD3	ENSG00000100263	ENST00000216085	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
RHBDD3	ENSG00000100263	ENST00000406335	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
RHBDD3	ENSG00000100263	ENST00000414672	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
RHOT1	ENSG00000126858	ENST00000333942	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
RHOT1	ENSG00000126858	ENST00000354266	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
RHOT1	ENSG00000126858	ENST00000358365	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
RHOT1	ENSG00000126858	ENST00000394692	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
RHOT1	ENSG00000126858	ENST00000545287	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
RHOT1	ENSG00000126858	ENST00000581094	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
RICTOR	ENSG00000164327	ENST00000296782	protein_coding	0	2	1	20	0	0	0	0	0	0	0	0	21	1	0	0	1	0	0	0	1	0
RICTOR	ENSG00000164327	ENST00000357387	protein_coding	0	2	1	20	0	0	0	0	0	0	0	0	21	1	0	0	1	0	0	0	1	0
RICTOR	ENSG00000164327	ENST00000514735	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
RIT1	ENSG00000143622	ENST00000368322	protein_coding	0	1	0	8	1	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	1	1
RIT1	ENSG00000143622	ENST00000368323	protein_coding	0	1	0	8	1	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	1	0
RIT1	ENSG00000143622	ENST00000539040	protein_coding	0	1	0	8	1	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	1	0
RIT1	ENSG00000143622	ENST00000609492	protein_coding	0	1	0	8	0	0	0	0	0	0	1	0	6	0	0	0	0	0	0	0	1	1
RIT1	ENSG00000143622	ENST00000651833	protein_coding	0	0	0	9	0	0	0	0	0	0	2	0	7	0	0	0	0	0	0	0	0	0
RIT1	ENSG00000143622	ENST00000651853	protein_coding	0	1	0	8	1	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	1	0
RNASEL	ENSG00000135828	ENST00000367559	protein_coding	1	1	4	4	1	0	0	0	0	0	0	1	3	4	0	0	0	0	0	0	1	0
RNASEL	ENSG00000135828	ENST00000539397	protein_coding	1	0	3	6	0	0	0	0	0	0	3	1	3	3	0	0	0	0	0	0	0	0
RNF43	ENSG00000108375	ENST00000407977	protein_coding	2	0	2	6	0	0	0	0	0	0	0	2	6	2	0	0	0	0	0	0	0	0
RNF43	ENSG00000108375	ENST00000577625	protein_coding	0	0	1	7	0	0	1	0	0	0	0	0	6	1	0	0	0	0	0	0	0	0
RNF43	ENSG00000108375	ENST00000577716	protein_coding	2	0	2	6	0	0	0	0	0	0	0	2	6	2	0	0	0	0	0	0	0	0
RNF43	ENSG00000108375	ENST00000581868	protein_coding	0	0	1	9	0	0	1	0	0	0	2	0	6	1	0	0	0	0	0	0	0	0
RNF43	ENSG00000108375	ENST00000583753	protein_coding	1	0	2	7	0	0	0	0	0	0	0	1	7	2	0	0	0	0	0	0	0	0
RNF43	ENSG00000108375	ENST00000584437	protein_coding	2	0	2	6	0	0	0	0	0	0	0	2	6	2	0	0	0	0	0	0	0	0
ROS1	ENSG00000047936	ENST00000368507	protein_coding	6	0	4	38	0	0	1	0	0	0	0	3	37	4	0	0	0	3	0	0	0	0
ROS1	ENSG00000047936	ENST00000368508	protein_coding	6	0	4	38	0	0	1	0	0	0	0	3	37	4	0	0	0	3	0	0	0	0
ROS1	ENSG00000047936	ENST00000403284	protein_coding	0	0	0	15	0	0	0	0	0	0	7	0	6	0	0	0	0	0	0	0	0	2
RPL10A	ENSG00000198755	ENST00000322203	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
RSPO2	ENSG00000147655	ENST00000276659	protein_coding	1	0	2	1	0	0	0	0	0	0	0	1	1	2	0	0	1	0	0	0	0	0
RSPO2	ENSG00000147655	ENST00000517781	protein_coding	1	1	1	1	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	1	0
RSPO2	ENSG00000147655	ENST00000517939	protein_coding	1	0	2	1	0	0	0	0	0	0	0	1	1	2	0	0	1	0	0	0	0	0
RSPO2	ENSG00000147655	ENST00000521956	protein_coding	0	0	1	2	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	0	0
RSPO2	ENSG00000147655	ENST00000522333	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
SDC4	ENSG00000124145	ENST00000372733	protein_coding	0	0	1	17	1	0	0	0	0	0	0	0	16	1	0	0	0	0	0	0	0	0
SDHA	ENSG00000073578	ENST00000264932	protein_coding	1	1	0	15	1	0	1	0	0	0	0	1	14	0	0	0	1	0	0	0	0	0
SDHA	ENSG00000073578	ENST00000504309	protein_coding	1	1	0	15	1	0	1	0	0	0	0	1	14	0	0	0	1	0	0	0	0	0
SDHA	ENSG00000073578	ENST00000509564	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SDHA	ENSG00000073578	ENST00000510361	protein_coding	1	0	0	16	1	0	1	0	0	0	0	1	14	0	0	0	0	0	0	0	0	0
SDHA	ENSG00000073578	ENST00000515815	protein_coding	0	0	0	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
SDHAF2	ENSG00000167985	ENST00000301761	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SDHAF2	ENSG00000167985	ENST00000534878	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SDHAF2	ENSG00000167985	ENST00000537782	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SDHAF2	ENSG00000167985	ENST00000542074	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SDHAF2	ENSG00000167985	ENST00000543265	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SDHB	ENSG00000117118	ENST00000375499	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
SDHB	ENSG00000117118	ENST00000463045	protein_coding	0	0	0	3	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0
SDHB	ENSG00000117118	ENST00000491274	protein_coding	0	0	0	3	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0
SDHC	ENSG00000143252	ENST00000342751	protein_coding	0	0	0	5	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1
SDHC	ENSG00000143252	ENST00000367975	protein_coding	0	0	0	5	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1
SDHC	ENSG00000143252	ENST00000392169	protein_coding	0	0	0	5	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2
SDHC	ENSG00000143252	ENST00000432287	protein_coding	0	0	0	5	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1
SDHC	ENSG00000143252	ENST00000513009	protein_coding	0	0	0	5	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2
SDHD	ENSG00000204370	ENST00000375549	protein_coding	1	0	1	4	0	0	1	0	0	0	0	0	4	1	0	1	0	0	0	0	0	0
SDHD	ENSG00000204370	ENST00000525291	protein_coding	1	0	1	4	0	0	0	0	0	0	0	0	4	1	0	1	0	0	0	0	0	1
SDHD	ENSG00000204370	ENST00000526592	protein_coding	1	0	1	4	0	0	0	0	0	0	0	0	4	1	0	1	0	0	0	0	0	1
SDHD	ENSG00000204370	ENST00000528021	protein_coding	1	0	1	4	0	0	1	0	0	0	0	0	4	1	0	1	0	0	0	0	0	0
SDHD	ENSG00000204370	ENST00000528048	protein_coding	0	0	1	5	0	0	1	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0
SDHD	ENSG00000204370	ENST00000528182	protein_coding	0	1	1	4	0	0	1	0	0	0	0	0	4	1	0	0	1	0	0	0	0	0
SEC24A	ENSG00000113615	ENST00000322887	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SEC24A	ENSG00000113615	ENST00000398844	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SEC24A	ENSG00000113615	ENST00000513123	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SETD2	ENSG00000181555	ENST00000409792	protein_coding	3	1	6	8	0	0	0	1	0	0	0	3	8	5	0	0	0	0	0	0	1	0
SETD2	ENSG00000181555	ENST00000412450	protein_coding	1	1	3	2	0	0	0	1	0	0	2	1	0	2	0	0	0	0	0	0	1	0
SETD2	ENSG00000181555	ENST00000638947	protein_coding	3	1	6	8	0	0	0	1	0	0	0	3	8	5	0	0	0	0	0	0	1	0
SETD2	ENSG00000181555	ENST00000685005	protein_coding	3	1	6	8	0	0	0	1	0	0	0	3	8	5	0	0	0	0	0	0	1	0
SETD2	ENSG00000181555	ENST00000685399	protein_coding	3	0	4	3	0	0	0	1	0	0	0	3	2	3	0	0	0	0	0	0	0	1
SETD2	ENSG00000181555	ENST00000686876	protein_coding	3	0	6	9	0	0	0	1	0	0	0	3	8	5	0	0	0	0	0	0	0	1
SETD2	ENSG00000181555	ENST00000690157	protein_coding	2	0	5	11	0	0	0	1	0	0	0	2	10	4	0	0	0	0	0	0	0	1
SETD2	ENSG00000181555	ENST00000691544	protein_coding	1	0	3	14	0	0	0	0	0	0	0	1	14	3	0	0	0	0	0	0	0	0
SETD2	ENSG00000181555	ENST00000691902	protein_coding	2	0	5	11	0	0	0	1	0	0	0	2	10	4	0	0	0	0	0	0	0	1
SF3B1	ENSG00000115524	ENST00000335508	protein_coding	2	2	2	9	0	0	0	0	0	0	0	2	9	2	0	0	0	0	0	0	2	0
SF3B1	ENSG00000115524	ENST00000414963	protein_coding	0	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
SF3B1	ENSG00000115524	ENST00000424674	protein_coding	1	0	0	9	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	8
SF3B1	ENSG00000115524	ENST00000487698	protein_coding	0	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
SLC22A18AS	ENSG00000254827	ENST00000455942	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
SLC22A18AS	ENSG00000254827	ENST00000526203	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
SLC22A18AS	ENSG00000254827	ENST00000625099	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
SLC34A2	ENSG00000157765	ENST00000382051	protein_coding	0	1	0	3	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0
SLC34A2	ENSG00000157765	ENST00000503434	protein_coding	0	1	0	3	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0
SLC34A2	ENSG00000157765	ENST00000504570	protein_coding	0	1	0	3	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0
SLC34A2	ENSG00000157765	ENST00000507530	protein_coding	0	1	0	3	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0
SLC34A2	ENSG00000157765	ENST00000513204	protein_coding	0	1	0	3	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0
SLC34A2	ENSG00000157765	ENST00000645788	protein_coding	0	1	0	3	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0
SLC9A3R2	ENSG00000065054	ENST00000424542	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
SLC9A3R2	ENSG00000065054	ENST00000432365	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
SLC9A3R2	ENSG00000065054	ENST00000561844	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
SLC9A3R2	ENSG00000065054	ENST00000563587	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
SLC9A3R2	ENSG00000065054	ENST00000565855	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
SLC9A3R2	ENSG00000065054	ENST00000566198	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
SLC9A3R2	ENSG00000065054	ENST00000567504	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
SLC9C2	ENSG00000162753	ENST00000367714	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
SLX4	ENSG00000188827	ENST00000294008	protein_coding	3	4	9	6	0	0	0	0	0	0	0	1	7	9	0	0	1	2	0	0	3	0
SMAD4	ENSG00000141646	ENST00000342988	protein_coding	0	0	0	6	1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
SMAD4	ENSG00000141646	ENST00000398417	protein_coding	0	0	0	6	1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
SMAD4	ENSG00000141646	ENST00000588745	protein_coding	0	0	0	6	0	0	0	0	0	0	1	0	5	0	0	0	0	0	0	0	0	0
SMAD4	ENSG00000141646	ENST00000588860	protein_coding	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
SMAD4	ENSG00000141646	ENST00000589076	protein_coding	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
SMAD4	ENSG00000141646	ENST00000589941	protein_coding	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
SMAD4	ENSG00000141646	ENST00000590061	protein_coding	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
SMAD4	ENSG00000141646	ENST00000593223	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
SMARCA4	ENSG00000127616	ENST00000344626	protein_coding	0	4	6	24	1	0	0	0	0	0	0	0	26	6	0	0	3	0	0	0	1	0
SMARCA4	ENSG00000127616	ENST00000429416	protein_coding	0	4	6	24	1	0	0	0	0	0	0	0	26	6	0	0	3	0	0	0	1	0
SMARCA4	ENSG00000127616	ENST00000444061	protein_coding	0	4	6	24	1	0	0	0	0	0	0	0	26	6	0	0	3	0	0	0	1	0
SMARCA4	ENSG00000127616	ENST00000538456	protein_coding	0	1	0	8	0	0	0	0	0	0	1	0	7	0	0	0	1	0	0	0	0	1
SMARCA4	ENSG00000127616	ENST00000541122	protein_coding	0	4	6	24	0	0	0	0	0	0	1	0	26	6	0	0	3	0	0	0	1	0
SMARCA4	ENSG00000127616	ENST00000586985	protein_coding	0	1	0	8	0	0	0	0	0	0	0	0	8	0	0	0	1	0	0	0	0	1
SMARCA4	ENSG00000127616	ENST00000589677	protein_coding	0	4	6	24	0	0	0	0	0	0	1	0	26	6	0	0	3	0	0	0	1	0
SMARCA4	ENSG00000127616	ENST00000590574	protein_coding	0	4	6	24	1	0	0	0	0	0	0	0	26	6	0	0	3	0	0	0	1	0
SMARCA4	ENSG00000127616	ENST00000591545	protein_coding	0	3	6	19	0	0	0	0	0	0	2	0	19	6	0	0	2	0	0	0	1	0
SMARCA4	ENSG00000127616	ENST00000592158	protein_coding	0	0	0	9	0	0	0	0	0	0	2	0	4	0	0	0	0	0	0	0	0	3
SMARCA4	ENSG00000127616	ENST00000642350	protein_coding	0	4	3	21	1	0	0	0	0	0	0	0	19	3	0	0	3	0	0	0	1	4
SMARCA4	ENSG00000127616	ENST00000642508	protein_coding	0	2	3	15	1	0	0	0	0	0	0	0	14	3	0	0	2	0	0	0	0	2
SMARCA4	ENSG00000127616	ENST00000642628	protein_coding	0	4	6	24	1	0	0	0	0	0	0	0	26	6	0	0	3	0	0	0	1	0
SMARCA4	ENSG00000127616	ENST00000642726	protein_coding	0	4	6	24	1	0	0	0	0	0	0	0	26	6	0	0	3	0	0	0	1	0
SMARCA4	ENSG00000127616	ENST00000643208	protein_coding	0	4	3	21	1	0	0	0	0	0	0	0	19	3	0	0	3	0	0	0	1	4
SMARCA4	ENSG00000127616	ENST00000643296	protein_coding	0	4	6	24	1	0	0	0	0	0	0	0	26	6	0	0	3	0	0	0	1	0
SMARCA4	ENSG00000127616	ENST00000643534	protein_coding	0	4	3	19	1	0	0	0	0	0	0	0	19	3	0	0	3	0	0	0	1	2
SMARCA4	ENSG00000127616	ENST00000643549	protein_coding	0	4	6	24	1	0	0	0	0	0	0	0	26	6	0	0	3	0	0	0	1	0
SMARCA4	ENSG00000127616	ENST00000643857	protein_coding	0	4	3	19	1	0	0	0	0	0	0	0	19	3	0	0	3	0	0	0	1	2
SMARCA4	ENSG00000127616	ENST00000643995	protein_coding	0	4	5	25	1	0	0	0	0	0	0	0	23	5	0	0	3	0	0	0	1	4
SMARCA4	ENSG00000127616	ENST00000644065	protein_coding	0	4	4	23	1	0	0	0	0	0	0	0	21	4	0	0	3	0	0	0	1	4
SMARCA4	ENSG00000127616	ENST00000644737	protein_coding	0	4	6	24	1	0	0	0	0	0	0	0	26	6	0	0	3	0	0	0	1	0
SMARCA4	ENSG00000127616	ENST00000644760	protein_coding	0	0	0	8	0	0	0	0	0	0	5	0	3	0	0	0	0	0	0	0	0	0
SMARCA4	ENSG00000127616	ENST00000644963	protein_coding	0	4	3	24	1	0	0	0	0	0	0	0	21	3	0	0	3	0	0	0	1	5
SMARCA4	ENSG00000127616	ENST00000645236	protein_coding	0	1	0	10	0	0	0	0	0	0	0	0	8	0	0	0	1	0	0	0	0	3
SMARCA4	ENSG00000127616	ENST00000645460	protein_coding	0	4	6	24	1	0	0	0	0	0	0	0	26	6	0	0	3	0	0	0	1	0
SMARCA4	ENSG00000127616	ENST00000646183	protein_coding	0	4	3	19	1	0	0	0	0	0	0	0	19	3	0	0	3	0	0	0	1	2
SMARCA4	ENSG00000127616	ENST00000646484	protein_coding	0	4	6	24	1	0	0	0	0	0	0	0	26	6	0	0	3	0	0	0	1	0
SMARCA4	ENSG00000127616	ENST00000646510	protein_coding	0	4	6	24	1	0	0	0	0	0	0	0	26	6	0	0	3	0	0	0	1	0
SMARCA4	ENSG00000127616	ENST00000646513	protein_coding	0	2	2	12	0	0	0	0	0	0	2	0	10	2	0	0	2	0	0	0	0	2
SMARCA4	ENSG00000127616	ENST00000646693	protein_coding	0	4	6	24	1	0	0	0	0	0	0	0	26	6	0	0	3	0	0	0	1	0
SMARCA4	ENSG00000127616	ENST00000646746	protein_coding	0	4	3	19	1	0	0	0	0	0	0	0	19	3	0	0	3	0	0	0	1	2
SMARCA4	ENSG00000127616	ENST00000647230	protein_coding	0	4	6	24	1	0	0	0	0	0	0	0	26	6	0	0	3	0	0	0	1	0
SMARCA4	ENSG00000127616	ENST00000647268	protein_coding	0	4	3	19	1	0	0	0	0	0	0	0	19	3	0	0	3	0	0	0	1	2
SMARCB1	ENSG00000099956	ENST00000263121	protein_coding	0	0	0	7	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0
SMARCB1	ENSG00000099956	ENST00000344921	protein_coding	0	1	0	6	0	0	0	0	0	0	0	0	7	0	0	0	1	0	0	0	0	0
SMARCB1	ENSG00000099956	ENST00000407082	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
SMARCB1	ENSG00000099956	ENST00000407422	protein_coding	0	0	0	7	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0
SMARCB1	ENSG00000099956	ENST00000417137	protein_coding	0	1	0	3	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0
SMARCB1	ENSG00000099956	ENST00000634926	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1
SMARCB1	ENSG00000099956	ENST00000635578	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1
