# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_disruptive_inframe_deletion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_stop_gained	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
NELL2	ENSG00000184613	ENST00000549027	protein_coding	2	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0
NELL2	ENSG00000184613	ENST00000550313	protein_coding	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
NELL2	ENSG00000184613	ENST00000550462	protein_coding	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
NELL2	ENSG00000184613	ENST00000551601	protein_coding	2	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0
NELL2	ENSG00000184613	ENST00000552993	protein_coding	2	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0
NELL2	ENSG00000184613	ENST00000553120	protein_coding	1	0	0	2	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0
NF1	ENSG00000196712	ENST00000356175	protein_coding	0	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0
NF1	ENSG00000196712	ENST00000358273	protein_coding	0	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0
NF1	ENSG00000196712	ENST00000431387	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
NF1	ENSG00000196712	ENST00000456735	protein_coding	0	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0
NF1	ENSG00000196712	ENST00000487476	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
NF1	ENSG00000196712	ENST00000581113	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
NF1	ENSG00000196712	ENST00000684826	protein_coding	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
NF1	ENSG00000196712	ENST00000686189	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
NF1	ENSG00000196712	ENST00000687027	protein_coding	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
NF1	ENSG00000196712	ENST00000689464	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
NF1	ENSG00000196712	ENST00000691014	protein_coding	0	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0
NF1	ENSG00000196712	ENST00000693617	protein_coding	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
NONO	ENSG00000147140	ENST00000677446	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
NOTCH1	ENSG00000148400	ENST00000651671	protein_coding	1	2	2	2	0	0	0	0	2	0	1	2	0	0	0	0	0	2	0
NOTCH1	ENSG00000148400	ENST00000680133	protein_coding	1	2	2	2	0	0	0	0	2	0	1	2	0	0	0	0	0	2	0
NOTCH1	ENSG00000148400	ENST00000680218	protein_coding	1	2	2	2	0	0	0	0	2	0	1	2	0	0	0	0	0	2	0
NOTCH1	ENSG00000148400	ENST00000680668	protein_coding	1	2	2	2	0	0	0	0	2	0	1	2	0	0	0	0	0	2	0
NOTCH1	ENSG00000148400	ENST00000680778	protein_coding	1	1	1	3	0	0	0	0	1	0	1	1	0	0	0	0	0	1	2
NPM1	ENSG00000181163	ENST00000296930	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
NPM1	ENSG00000181163	ENST00000351986	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
NPM1	ENSG00000181163	ENST00000393820	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
NPM1	ENSG00000181163	ENST00000517671	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
NPM1	ENSG00000181163	ENST00000521672	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
NPM1	ENSG00000181163	ENST00000676589	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
NPM1	ENSG00000181163	ENST00000677297	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
NPM1	ENSG00000181163	ENST00000677325	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
NPM1	ENSG00000181163	ENST00000677357	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
NPM1	ENSG00000181163	ENST00000677907	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
NPM1	ENSG00000181163	ENST00000679190	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
NPM1	ENSG00000181163	ENST00000679233	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
PDGFRA	ENSG00000134853	ENST00000257290	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
PDGFRB	ENSG00000113721	ENST00000261799	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
PGAP3	ENSG00000161395	ENST00000584856	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
PHF6	ENSG00000156531	ENST00000332070	protein_coding	0	0	0	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
PHF6	ENSG00000156531	ENST00000370799	protein_coding	0	0	0	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
PHF6	ENSG00000156531	ENST00000370800	protein_coding	0	0	0	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
PHF6	ENSG00000156531	ENST00000370803	protein_coding	0	0	0	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
PHF6	ENSG00000156531	ENST00000625464	protein_coding	0	0	0	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
PHF6	ENSG00000156531	ENST00000685047	protein_coding	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
PHF6	ENSG00000156531	ENST00000687496	protein_coding	0	0	0	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
PHF6	ENSG00000156531	ENST00000688598	protein_coding	0	0	0	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
PHF6	ENSG00000156531	ENST00000691812	protein_coding	0	0	0	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
PIK3CA	ENSG00000121879	ENST00000263967	protein_coding	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
PIK3CA	ENSG00000121879	ENST00000643187	protein_coding	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
PIK3R1	ENSG00000145675	ENST00000320694	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
PIK3R1	ENSG00000145675	ENST00000336483	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
PIK3R1	ENSG00000145675	ENST00000519025	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
PIK3R1	ENSG00000145675	ENST00000521381	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
PIK3R1	ENSG00000145675	ENST00000521409	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
PIK3R1	ENSG00000145675	ENST00000521657	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
PIK3R1	ENSG00000145675	ENST00000522084	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
PIK3R1	ENSG00000145675	ENST00000523807	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
PIK3R1	ENSG00000145675	ENST00000523872	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
PSMB1	ENSG00000008018	ENST00000262193	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
PSMB5	ENSG00000100804	ENST00000361611	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
PSMB5	ENSG00000100804	ENST00000425762	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
PSMB5	ENSG00000100804	ENST00000460922	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSMB5	ENSG00000100804	ENST00000493471	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSMB5	ENSG00000100804	ENST00000555895	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
PSMD1	ENSG00000173692	ENST00000308696	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
PSMD1	ENSG00000173692	ENST00000373635	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
PSMD1	ENSG00000173692	ENST00000409643	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
PSMD1	ENSG00000173692	ENST00000440838	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
PSMD1	ENSG00000173692	ENST00000619128	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
PSMD1	ENSG00000173692	ENST00000676740	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
PSMD1	ENSG00000173692	ENST00000677158	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
PSMD1	ENSG00000173692	ENST00000677180	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
PSMD1	ENSG00000173692	ENST00000677230	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
PSMD1	ENSG00000173692	ENST00000677259	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
PSMD1	ENSG00000173692	ENST00000678679	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
PSMD2	ENSG00000175166	ENST00000310118	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
PSMD2	ENSG00000175166	ENST00000417952	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
PSMD2	ENSG00000175166	ENST00000435761	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PSMD2	ENSG00000175166	ENST00000439383	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PTCH1	ENSG00000185920	ENST00000331920	protein_coding	1	0	0	2	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0
PTCH1	ENSG00000185920	ENST00000375271	protein_coding	1	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
PTCH1	ENSG00000185920	ENST00000429896	protein_coding	1	0	0	2	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0
PTCH1	ENSG00000185920	ENST00000430669	protein_coding	1	0	0	2	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0
PTCH1	ENSG00000185920	ENST00000437951	protein_coding	1	0	0	2	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0
PTCH1	ENSG00000185920	ENST00000468211	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
PTCH1	ENSG00000185920	ENST00000546820	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
PTCH1	ENSG00000185920	ENST00000547672	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
PTCH1	ENSG00000185920	ENST00000548420	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
PTCH1	ENSG00000185920	ENST00000551630	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
PTCH1	ENSG00000185920	ENST00000551845	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
PTCH1	ENSG00000185920	ENST00000553011	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
PTCH1	ENSG00000185920	ENST00000692981	protein_coding	1	0	0	2	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0
PTEN	ENSG00000171862	ENST00000371953	protein_coding	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
PTEN	ENSG00000171862	ENST00000472832	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
PTEN	ENSG00000171862	ENST00000688308	protein_coding	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
PTEN	ENSG00000171862	ENST00000693560	protein_coding	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
PTPN11	ENSG00000179295	ENST00000351677	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
PTPN11	ENSG00000179295	ENST00000392597	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
PTPN11	ENSG00000179295	ENST00000530818	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
PTPN11	ENSG00000179295	ENST00000635625	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
PTPN11	ENSG00000179295	ENST00000635652	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
PTPN11	ENSG00000179295	ENST00000639857	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
PTPN11	ENSG00000179295	ENST00000687906	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
PTPN11	ENSG00000179295	ENST00000688597	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
PTPN11	ENSG00000179295	ENST00000690210	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
RARB	ENSG00000077092	ENST00000330688	protein_coding	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
RARB	ENSG00000077092	ENST00000383772	protein_coding	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
RARB	ENSG00000077092	ENST00000437042	protein_coding	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
RARB	ENSG00000077092	ENST00000458646	protein_coding	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
RARB	ENSG00000077092	ENST00000686715	protein_coding	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
RARB	ENSG00000077092	ENST00000687083	protein_coding	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
RARB	ENSG00000077092	ENST00000687353	protein_coding	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
RARB	ENSG00000077092	ENST00000687676	protein_coding	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
RARB	ENSG00000077092	ENST00000688892	protein_coding	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
RARB	ENSG00000077092	ENST00000691912	protein_coding	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
RARB	ENSG00000077092	ENST00000693261	protein_coding	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
RB1	ENSG00000139687	ENST00000267163	protein_coding	2	2	1	3	0	0	0	0	1	0	1	6	0	0	1	2	0	0	0
RB1	ENSG00000139687	ENST00000643064	protein_coding	0	0	0	6	0	0	0	0	0	0	0	5	0	0	0	0	0	0	1
RB1	ENSG00000139687	ENST00000646097	protein_coding	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
RB1	ENSG00000139687	ENST00000650461	protein_coding	2	2	1	3	0	0	0	0	1	0	1	6	0	0	1	2	0	0	0
RET	ENSG00000165731	ENST00000340058	protein_coding	0	0	2	3	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0
RET	ENSG00000165731	ENST00000355710	protein_coding	0	0	2	3	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0
RET	ENSG00000165731	ENST00000498820	protein_coding	0	0	0	4	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0
RET	ENSG00000165731	ENST00000615310	protein_coding	0	0	2	3	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0
RET	ENSG00000165731	ENST00000638465	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
RET	ENSG00000165731	ENST00000640619	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
RET	ENSG00000165731	ENST00000683278	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
RET	ENSG00000165731	ENST00000684216	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ROS1	ENSG00000047936	ENST00000368507	protein_coding	3	2	2	1	0	0	0	0	0	0	2	1	2	0	0	0	1	2	0
ROS1	ENSG00000047936	ENST00000368508	protein_coding	3	2	2	1	0	0	0	0	0	0	2	1	2	0	0	0	1	2	0
ROS1	ENSG00000047936	ENST00000403284	protein_coding	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
RUNX1	ENSG00000159216	ENST00000300305	protein_coding	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
RUNX1	ENSG00000159216	ENST00000344691	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
RUNX1	ENSG00000159216	ENST00000399240	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
RUNX1	ENSG00000159216	ENST00000416754	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
RUNX1	ENSG00000159216	ENST00000437180	protein_coding	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
RUNX1	ENSG00000159216	ENST00000455571	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
RUNX1	ENSG00000159216	ENST00000475045	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
RUNX1	ENSG00000159216	ENST00000675419	protein_coding	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
RXRA	ENSG00000186350	ENST00000481739	protein_coding	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
RXRA	ENSG00000186350	ENST00000649020	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
RXRA	ENSG00000186350	ENST00000672570	protein_coding	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
RXRB	ENSG00000204231	ENST00000374680	protein_coding	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
RXRB	ENSG00000204231	ENST00000374685	protein_coding	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
RXRG	ENSG00000143171	ENST00000359842	protein_coding	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0
RXRG	ENSG00000143171	ENST00000619224	protein_coding	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0
SHH	ENSG00000164690	ENST00000297261	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
SHH	ENSG00000164690	ENST00000430104	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
SLC22A1	ENSG00000175003	ENST00000324965	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SLC22A1	ENSG00000175003	ENST00000366963	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC22A1	ENSG00000175003	ENST00000457470	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SLC22A2	ENSG00000112499	ENST00000366952	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
SLC22A2	ENSG00000112499	ENST00000366953	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
SLC31A1	ENSG00000136868	ENST00000374212	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
SLC39A7	ENSG00000112473	ENST00000374675	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SLC39A7	ENSG00000112473	ENST00000374677	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SLC39A7	ENSG00000112473	ENST00000444757	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
SLC45A3	ENSG00000158715	ENST00000367145	protein_coding	0	0	0	9	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0
SLCO1B1	ENSG00000134538	ENST00000256958	protein_coding	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
SMAD4	ENSG00000141646	ENST00000342988	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
SMAD4	ENSG00000141646	ENST00000398417	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
SMAD4	ENSG00000141646	ENST00000588745	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
SMAD4	ENSG00000141646	ENST00000588860	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SMAD4	ENSG00000141646	ENST00000589076	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SMAD4	ENSG00000141646	ENST00000589941	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SMAD4	ENSG00000141646	ENST00000590061	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SMARCA4	ENSG00000127616	ENST00000344626	protein_coding	0	0	2	3	0	0	0	1	0	0	0	3	1	0	0	0	0	0	0
SMARCA4	ENSG00000127616	ENST00000429416	protein_coding	0	0	2	3	0	0	0	1	0	0	0	3	1	0	0	0	0	0	0
SMARCA4	ENSG00000127616	ENST00000444061	protein_coding	0	0	2	3	0	0	0	1	0	0	0	3	1	0	0	0	0	0	0
SMARCA4	ENSG00000127616	ENST00000538456	protein_coding	0	0	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
SMARCA4	ENSG00000127616	ENST00000541122	protein_coding	0	0	2	3	0	0	0	1	0	0	0	3	1	0	0	0	0	0	0
SMARCA4	ENSG00000127616	ENST00000586985	protein_coding	0	0	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
SMARCA4	ENSG00000127616	ENST00000589677	protein_coding	0	0	2	3	0	0	0	1	0	0	0	3	1	0	0	0	0	0	0
SMARCA4	ENSG00000127616	ENST00000590574	protein_coding	0	0	2	3	0	0	0	1	0	0	0	3	1	0	0	0	0	0	0
SMARCA4	ENSG00000127616	ENST00000591545	protein_coding	0	0	0	4	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0
SMARCA4	ENSG00000127616	ENST00000592158	protein_coding	0	0	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
SMARCA4	ENSG00000127616	ENST00000642350	protein_coding	0	0	2	3	0	0	0	1	0	0	0	3	1	0	0	0	0	0	0
SMARCA4	ENSG00000127616	ENST00000642508	protein_coding	0	0	2	3	0	0	0	1	0	0	0	2	1	0	0	0	0	0	1
SMARCA4	ENSG00000127616	ENST00000642628	protein_coding	0	0	2	3	0	0	0	1	0	0	0	3	1	0	0	0	0	0	0
SMARCA4	ENSG00000127616	ENST00000642726	protein_coding	0	0	2	3	0	0	0	1	0	0	0	3	1	0	0	0	0	0	0
SMARCA4	ENSG00000127616	ENST00000643208	protein_coding	0	0	2	3	0	0	0	1	0	0	0	3	1	0	0	0	0	0	0
SMARCA4	ENSG00000127616	ENST00000643296	protein_coding	0	0	2	3	0	0	0	1	0	0	0	3	1	0	0	0	0	0	0
SMARCA4	ENSG00000127616	ENST00000643534	protein_coding	0	0	2	3	0	0	0	1	0	0	0	3	1	0	0	0	0	0	0
SMARCA4	ENSG00000127616	ENST00000643549	protein_coding	0	0	2	3	0	0	0	1	0	0	0	3	1	0	0	0	0	0	0
SMARCA4	ENSG00000127616	ENST00000643857	protein_coding	0	0	2	3	0	0	0	1	0	0	0	3	1	0	0	0	0	0	0
SMARCA4	ENSG00000127616	ENST00000643995	protein_coding	0	0	2	3	0	0	0	1	0	0	0	3	1	0	0	0	0	0	0
SMARCA4	ENSG00000127616	ENST00000644065	protein_coding	0	0	2	3	0	0	0	1	0	0	0	3	1	0	0	0	0	0	0
SMARCA4	ENSG00000127616	ENST00000644737	protein_coding	0	0	2	3	0	0	0	1	0	0	0	3	1	0	0	0	0	0	0
SMARCA4	ENSG00000127616	ENST00000644963	protein_coding	0	0	2	3	0	0	0	1	0	0	0	3	1	0	0	0	0	0	0
SMARCA4	ENSG00000127616	ENST00000645236	protein_coding	0	0	2	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1
SMARCA4	ENSG00000127616	ENST00000645460	protein_coding	0	0	2	3	0	0	0	1	0	0	0	3	1	0	0	0	0	0	0
SMARCA4	ENSG00000127616	ENST00000646183	protein_coding	0	0	2	3	0	0	0	1	0	0	0	3	1	0	0	0	0	0	0
SMARCA4	ENSG00000127616	ENST00000646484	protein_coding	0	0	2	3	0	0	0	1	0	0	0	3	1	0	0	0	0	0	0
SMARCA4	ENSG00000127616	ENST00000646510	protein_coding	0	0	2	3	0	0	0	1	0	0	0	3	1	0	0	0	0	0	0
SMARCA4	ENSG00000127616	ENST00000646513	protein_coding	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
SMARCA4	ENSG00000127616	ENST00000646693	protein_coding	0	0	2	3	0	0	0	1	0	0	0	3	1	0	0	0	0	0	0
SMARCA4	ENSG00000127616	ENST00000646746	protein_coding	0	0	2	3	0	0	0	1	0	0	0	3	1	0	0	0	0	0	0
SMARCA4	ENSG00000127616	ENST00000647230	protein_coding	0	0	2	3	0	0	0	1	0	0	0	3	1	0	0	0	0	0	0
SMARCA4	ENSG00000127616	ENST00000647268	protein_coding	0	0	2	3	0	0	0	1	0	0	0	3	1	0	0	0	0	0	0
SMARCB1	ENSG00000099956	ENST00000263121	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
SMARCB1	ENSG00000099956	ENST00000344921	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
SMARCB1	ENSG00000099956	ENST00000407422	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
SMARCB1	ENSG00000099956	ENST00000644036	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
