# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_disruptive_inframe_deletion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_region_variant	variants_effect_stop_gained	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
SVEP1	ENSG00000165124	ENST00000401783	protein_coding	0	0	0	5	0	0	0	0	0	0	5	0	0	0	0	0	0
SYNE2	ENSG00000054654	ENST00000341472	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
SYNE2	ENSG00000054654	ENST00000344113	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
SYNE2	ENSG00000054654	ENST00000356081	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
SYNE2	ENSG00000054654	ENST00000357395	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
SYNE2	ENSG00000054654	ENST00000358025	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
TDRD12	ENSG00000173809	ENST00000444215	protein_coding	0	0	1	5	0	0	0	0	0	0	5	1	0	0	0	0	0
TEX2	ENSG00000136478	ENST00000258991	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
TEX2	ENSG00000136478	ENST00000583097	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
TEX2	ENSG00000136478	ENST00000583501	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
TEX2	ENSG00000136478	ENST00000584379	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
THY1	ENSG00000154096	ENST00000284240	protein_coding	0	0	0	23	0	0	0	0	7	0	0	0	0	0	0	0	16
THY1	ENSG00000154096	ENST00000524659	protein_coding	0	0	0	23	0	0	0	0	5	0	0	0	0	0	0	0	18
THY1	ENSG00000154096	ENST00000524970	protein_coding	0	0	0	16	0	0	0	0	6	0	0	0	0	0	0	0	10
THY1	ENSG00000154096	ENST00000528522	protein_coding	0	0	0	15	0	0	0	0	7	0	0	0	0	0	0	0	8
THY1	ENSG00000154096	ENST00000580275	protein_coding	0	0	0	16	0	0	0	0	6	0	0	0	0	0	0	0	10
TMEM116	ENSG00000198270	ENST00000354825	protein_coding	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0
TMEM116	ENSG00000198270	ENST00000355445	protein_coding	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0
TMEM116	ENSG00000198270	ENST00000437003	protein_coding	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0
TMEM116	ENSG00000198270	ENST00000546962	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
TMEM116	ENSG00000198270	ENST00000549425	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
TMEM116	ENSG00000198270	ENST00000549537	protein_coding	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0
TMEM116	ENSG00000198270	ENST00000550037	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
TMEM116	ENSG00000198270	ENST00000550233	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
TMEM116	ENSG00000198270	ENST00000550800	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
TMEM116	ENSG00000198270	ENST00000550831	protein_coding	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0
TMEM116	ENSG00000198270	ENST00000552374	protein_coding	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0
TMEM117	ENSG00000139173	ENST00000266534	protein_coding	0	0	0	20	0	0	0	0	0	0	20	0	0	0	0	0	0
TMEM117	ENSG00000139173	ENST00000536799	protein_coding	0	0	0	20	0	0	0	0	0	0	20	0	0	0	0	0	0
TMEM117	ENSG00000139173	ENST00000550495	protein_coding	0	0	0	20	0	0	0	0	0	0	20	0	0	0	0	0	0
TMEM117	ENSG00000139173	ENST00000551577	protein_coding	0	0	0	20	0	0	0	0	0	0	20	0	0	0	0	0	0
TMEM178B	ENSG00000261115	ENST00000565468	protein_coding	0	0	0	26	0	0	0	0	0	0	26	0	0	0	0	0	0
TMEM50B	ENSG00000142188	ENST00000432504	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
TMEM50B	ENSG00000142188	ENST00000542230	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
TMEM63A	ENSG00000196187	ENST00000366835	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
TMEM63A	ENSG00000196187	ENST00000436966	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
TRAIP	ENSG00000183763	ENST00000331456	protein_coding	0	0	0	4	0	0	0	0	0	0	3	0	0	0	0	0	1
TRAIP	ENSG00000183763	ENST00000469027	protein_coding	0	0	0	4	0	0	0	0	0	0	3	0	0	0	0	0	1
TRAIP	ENSG00000183763	ENST00000482243	protein_coding	0	0	0	4	0	0	0	0	0	0	3	0	0	0	0	0	1
TRAIP	ENSG00000183763	ENST00000482582	protein_coding	0	0	0	4	0	0	0	0	0	0	3	0	0	0	0	0	1
TRAP1	ENSG00000126602	ENST00000246957	protein_coding	0	0	1	50	0	0	0	1	0	0	45	0	0	0	0	0	5
TRAP1	ENSG00000126602	ENST00000538171	protein_coding	0	0	1	50	0	0	0	1	0	0	45	0	0	0	0	0	5
TRAP1	ENSG00000126602	ENST00000571538	protein_coding	0	0	0	31	0	0	1	0	13	0	13	0	0	0	0	0	4
TRAP1	ENSG00000126602	ENST00000575671	protein_coding	0	1	0	16	0	1	4	0	0	0	0	0	0	0	0	0	12
TRAP1	ENSG00000126602	ENST00000576335	protein_coding	0	0	0	27	0	0	0	0	0	0	22	0	0	0	0	0	5
TRIM41	ENSG00000146063	ENST00000315073	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
TRIM41	ENSG00000146063	ENST00000351937	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
TRIM41	ENSG00000146063	ENST00000515499	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
TRIM7	ENSG00000146054	ENST00000274773	protein_coding	1	0	0	5	0	0	0	0	2	1	3	0	0	0	0	0	0
TRIM7	ENSG00000146054	ENST00000334421	protein_coding	1	0	0	2	2	0	0	0	0	1	0	0	0	0	0	0	0
TRIM7	ENSG00000146054	ENST00000361809	protein_coding	0	0	0	6	0	0	0	0	2	0	3	0	0	0	0	0	1
TRIM7	ENSG00000146054	ENST00000393315	protein_coding	0	0	0	6	0	0	0	0	2	0	3	0	0	0	0	0	1
TRIM7	ENSG00000146054	ENST00000393319	protein_coding	0	0	0	6	0	0	0	0	2	0	1	0	0	0	0	0	3
TRIM7	ENSG00000146054	ENST00000422067	protein_coding	0	0	0	6	0	0	0	0	2	0	3	0	0	0	0	0	1
TSEN2	ENSG00000154743	ENST00000412698	protein_coding	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0
TSSK1B	ENSG00000212122	ENST00000390666	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
TTC3	ENSG00000182670	ENST00000354749	protein_coding	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0
TTC3	ENSG00000182670	ENST00000355666	protein_coding	0	0	1	2	0	0	0	0	0	0	2	1	0	0	0	0	0
TTC3	ENSG00000182670	ENST00000399010	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
TTC3	ENSG00000182670	ENST00000399017	protein_coding	0	0	1	2	0	0	0	0	0	0	1	1	0	0	0	0	1
TTC3	ENSG00000182670	ENST00000418766	protein_coding	0	0	1	2	0	0	0	0	0	0	2	1	0	0	0	0	0
TTC3	ENSG00000182670	ENST00000438055	protein_coding	0	0	1	2	0	0	0	0	0	0	2	1	0	0	0	0	0
TTC3	ENSG00000182670	ENST00000450533	protein_coding	0	0	1	2	0	0	0	0	0	0	2	1	0	0	0	0	0
TTC3	ENSG00000182670	ENST00000540756	protein_coding	0	0	1	2	0	0	0	0	0	0	2	1	0	0	0	0	0
UCK1	ENSG00000130717	ENST00000372208	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
UCK1	ENSG00000130717	ENST00000372210	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
UCK1	ENSG00000130717	ENST00000372211	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
UCK1	ENSG00000130717	ENST00000372215	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
USP2	ENSG00000036672	ENST00000260187	protein_coding	0	0	0	4	0	0	0	0	0	0	4	0	0	0	0	0	0
USP2	ENSG00000036672	ENST00000455332	protein_coding	0	0	0	4	0	0	0	0	0	0	4	0	0	0	0	0	0
USP2	ENSG00000036672	ENST00000525735	protein_coding	0	0	0	4	0	0	0	0	0	0	4	0	0	0	0	0	0
VARS2	ENSG00000137411	ENST00000321897	protein_coding	0	1	0	2	0	0	0	0	0	0	3	0	0	1	0	0	0
VARS2	ENSG00000137411	ENST00000416670	protein_coding	0	1	0	2	0	0	0	0	0	0	3	0	0	1	0	0	0
VARS2	ENSG00000137411	ENST00000421263	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
VARS2	ENSG00000137411	ENST00000428017	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
VARS2	ENSG00000137411	ENST00000541562	protein_coding	0	1	0	2	0	0	0	0	0	0	3	0	0	1	0	0	0
VARS2	ENSG00000137411	ENST00000542001	protein_coding	0	1	0	2	0	0	0	0	0	0	3	0	0	1	0	0	0
VWA5B1	ENSG00000158816	ENST00000289815	protein_coding	0	0	0	4	0	0	0	0	0	0	4	0	0	0	0	0	0
VWA5B1	ENSG00000158816	ENST00000289825	protein_coding	0	0	0	4	0	0	0	0	0	0	4	0	0	0	0	0	0
VWA5B1	ENSG00000158816	ENST00000375079	protein_coding	0	0	0	4	0	0	0	0	0	0	4	0	0	0	0	0	0
VWA5B1	ENSG00000158816	ENST00000375083	protein_coding	0	0	0	4	0	0	0	0	0	0	4	0	0	0	0	0	0
WT1	ENSG00000184937	ENST00000332351	protein_coding	0	0	0	6	0	0	0	0	0	0	6	0	0	0	0	0	0
WT1	ENSG00000184937	ENST00000379079	protein_coding	0	0	0	6	0	0	0	0	0	0	6	0	0	0	0	0	0
WT1	ENSG00000184937	ENST00000448076	protein_coding	0	0	0	6	0	0	0	0	0	0	6	0	0	0	0	0	0
WT1	ENSG00000184937	ENST00000452863	protein_coding	0	0	0	6	0	0	0	0	0	0	6	0	0	0	0	0	0
WT1	ENSG00000184937	ENST00000527775	protein_coding	0	0	0	6	0	0	0	0	0	0	6	0	0	0	0	0	0
WT1	ENSG00000184937	ENST00000527882	protein_coding	0	0	0	6	0	0	0	0	0	0	6	0	0	0	0	0	0
WT1	ENSG00000184937	ENST00000530998	protein_coding	0	0	0	6	0	0	0	0	0	0	6	0	0	0	0	0	0
YES1	ENSG00000176105	ENST00000314574	protein_coding	1	0	4	2	2	0	0	0	0	0	1	4	1	0	0	0	0
YES1	ENSG00000176105	ENST00000577961	protein_coding	1	0	4	2	2	0	0	0	0	0	1	4	1	0	0	0	0
YES1	ENSG00000176105	ENST00000584307	protein_coding	1	0	4	2	2	0	0	0	0	0	1	4	1	0	0	0	0
YIPF2	ENSG00000130733	ENST00000253031	protein_coding	0	1	0	10	1	0	0	0	3	0	2	0	0	0	0	1	4
YIPF2	ENSG00000130733	ENST00000585858	protein_coding	0	0	0	11	0	0	0	0	6	0	1	0	0	0	0	0	4
YIPF2	ENSG00000130733	ENST00000586575	protein_coding	0	1	0	10	0	0	0	0	5	0	1	0	0	0	0	1	4
YIPF2	ENSG00000130733	ENST00000586748	protein_coding	0	1	0	10	1	0	0	0	3	0	2	0	0	0	0	1	4
YIPF2	ENSG00000130733	ENST00000587943	protein_coding	0	1	0	10	0	0	0	0	5	0	1	0	0	0	0	1	4
YIPF2	ENSG00000130733	ENST00000588347	protein_coding	0	0	0	11	0	0	0	0	6	0	1	0	0	0	0	0	4
YIPF2	ENSG00000130733	ENST00000589971	protein_coding	0	0	1	8	0	0	0	0	4	0	1	1	0	0	0	0	3
YIPF2	ENSG00000130733	ENST00000590329	protein_coding	0	1	0	10	0	0	0	0	5	0	1	0	0	0	0	1	4
YIPF2	ENSG00000130733	ENST00000591872	protein_coding	0	1	0	6	1	0	0	0	4	0	0	0	0	0	0	1	1
YIPF2	ENSG00000130733	ENST00000592646	protein_coding	0	2	0	7	1	0	0	0	3	0	1	0	0	1	0	1	3
ZNF330	ENSG00000109445	ENST00000262990	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0
ZNF330	ENSG00000109445	ENST00000421169	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0
ZNF330	ENSG00000109445	ENST00000503649	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0
ZNF330	ENSG00000109445	ENST00000512738	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0
ZNF330	ENSG00000109445	ENST00000512809	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0
ZNF33B	ENSG00000196693	ENST00000359467	protein_coding	0	0	0	48	0	0	0	0	0	0	48	0	0	0	0	0	0
ZNF341	ENSG00000131061	ENST00000342427	protein_coding	0	0	0	4	0	0	0	0	0	0	4	0	0	0	0	0	0
ZNF341	ENSG00000131061	ENST00000375200	protein_coding	0	0	0	4	0	0	0	0	0	0	4	0	0	0	0	0	0
ZNF398	ENSG00000197024	ENST00000335901	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
ZNF398	ENSG00000197024	ENST00000420008	protein_coding	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0
ZNF398	ENSG00000197024	ENST00000426851	protein_coding	0	0	0	18	0	0	0	0	0	0	15	0	0	0	0	0	3
ZNF398	ENSG00000197024	ENST00000475153	protein_coding	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0
ZNF398	ENSG00000197024	ENST00000483892	protein_coding	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0
ZNF398	ENSG00000197024	ENST00000491174	protein_coding	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0
ZNF398	ENSG00000197024	ENST00000540950	protein_coding	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0
ZNF425	ENSG00000204947	ENST00000378061	protein_coding	0	1	0	20	0	0	0	0	0	0	16	0	0	0	0	1	4
ZNF425	ENSG00000204947	ENST00000483014	protein_coding	0	1	0	20	0	0	0	0	0	0	16	0	0	0	0	1	4
ZNF75D	ENSG00000186376	ENST00000370764	protein_coding	0	0	0	6	0	0	0	0	3	0	3	0	0	0	0	0	0
ZNF75D	ENSG00000186376	ENST00000370766	protein_coding	0	0	1	5	0	0	0	0	3	0	2	1	0	0	0	0	0
