# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_stop_gained	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
MKRN2	ENSG00000075975	ENST00000448482	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
MKRN2	ENSG00000075975	ENST00000676541	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MKRN2	ENSG00000075975	ENST00000677142	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MLH1	ENSG00000076242	ENST00000231790	protein_coding	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
MLH1	ENSG00000076242	ENST00000413740	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
MLH1	ENSG00000076242	ENST00000429117	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
MLH1	ENSG00000076242	ENST00000435176	protein_coding	1	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
MLH1	ENSG00000076242	ENST00000441265	protein_coding	0	0	0	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
MLH1	ENSG00000076242	ENST00000450420	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
MLH1	ENSG00000076242	ENST00000455445	protein_coding	1	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0
MLH1	ENSG00000076242	ENST00000456676	protein_coding	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
MLH1	ENSG00000076242	ENST00000458205	protein_coding	1	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
MLH1	ENSG00000076242	ENST00000536378	protein_coding	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
MLH1	ENSG00000076242	ENST00000539477	protein_coding	1	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
MLH1	ENSG00000076242	ENST00000616768	protein_coding	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
MLH1	ENSG00000076242	ENST00000673673	protein_coding	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
MLH1	ENSG00000076242	ENST00000673715	protein_coding	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
MLH1	ENSG00000076242	ENST00000673899	protein_coding	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
MLH1	ENSG00000076242	ENST00000674019	protein_coding	1	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
MON1A	ENSG00000164077	ENST00000642691	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
MON1A	ENSG00000164077	ENST00000645862	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
MPL	ENSG00000117400	ENST00000372470	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
MPL	ENSG00000117400	ENST00000413998	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
MPL	ENSG00000117400	ENST00000643351	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
MST1R	ENSG00000164078	ENST00000296474	protein_coding	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
MST1R	ENSG00000164078	ENST00000344206	protein_coding	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
MST1R	ENSG00000164078	ENST00000434765	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
MST1R	ENSG00000164078	ENST00000440292	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
MST1R	ENSG00000164078	ENST00000621387	protein_coding	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
MTOR	ENSG00000198793	ENST00000361445	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0
MTOR	ENSG00000198793	ENST00000376838	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
MTOR	ENSG00000198793	ENST00000455339	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
MYC	ENSG00000136997	ENST00000259523	protein_coding	0	0	1	3	0	0	0	1	0	0	1	0	2	0	0	0	0	0	0	0
MYC	ENSG00000136997	ENST00000377970	protein_coding	1	0	1	2	0	0	0	1	0	0	0	1	2	0	0	0	0	0	0	0
MYC	ENSG00000136997	ENST00000517291	protein_coding	0	0	1	3	0	0	0	1	0	0	2	0	1	0	0	0	0	0	0	0
MYC	ENSG00000136997	ENST00000524013	protein_coding	1	0	1	2	0	0	0	1	0	0	0	1	2	0	0	0	0	0	0	0
MYC	ENSG00000136997	ENST00000621592	protein_coding	1	0	1	2	0	0	0	1	0	0	0	1	2	0	0	0	0	0	0	0
MYC	ENSG00000136997	ENST00000641036	protein_coding	0	0	0	4	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
MYC	ENSG00000136997	ENST00000641252	protein_coding	0	0	0	4	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
MYC	ENSG00000136997	ENST00000651626	protein_coding	1	0	0	3	0	0	1	0	0	0	0	1	2	0	0	0	0	0	0	0
MYC	ENSG00000136997	ENST00000652288	protein_coding	1	0	1	2	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1
MYD88	ENSG00000172936	ENST00000396334	protein_coding	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
MYD88	ENSG00000172936	ENST00000417037	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
MYD88	ENSG00000172936	ENST00000421516	protein_coding	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
MYD88	ENSG00000172936	ENST00000650112	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
MYD88	ENSG00000172936	ENST00000650905	protein_coding	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
MYD88	ENSG00000172936	ENST00000651800	protein_coding	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
MYD88	ENSG00000172936	ENST00000652213	protein_coding	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
NELL2	ENSG00000184613	ENST00000333837	protein_coding	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
NELL2	ENSG00000184613	ENST00000395487	protein_coding	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
NELL2	ENSG00000184613	ENST00000429094	protein_coding	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
NELL2	ENSG00000184613	ENST00000437801	protein_coding	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
NELL2	ENSG00000184613	ENST00000452445	protein_coding	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
NELL2	ENSG00000184613	ENST00000549027	protein_coding	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
NELL2	ENSG00000184613	ENST00000550139	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
NELL2	ENSG00000184613	ENST00000550313	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
NELL2	ENSG00000184613	ENST00000551601	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
NF1	ENSG00000196712	ENST00000356175	protein_coding	2	2	0	8	0	0	0	0	0	0	0	1	9	0	1	0	1	0	2	0
NF1	ENSG00000196712	ENST00000358273	protein_coding	2	2	0	8	0	0	0	0	0	0	0	1	9	0	1	0	1	0	2	0
NF1	ENSG00000196712	ENST00000431387	protein_coding	2	0	0	4	1	0	0	0	0	0	1	1	3	0	1	0	1	0	0	0
NF1	ENSG00000196712	ENST00000456735	protein_coding	0	2	0	7	0	0	0	0	0	0	0	0	7	0	0	0	0	0	2	0
NF1	ENSG00000196712	ENST00000487476	protein_coding	2	0	0	3	0	0	0	0	0	0	1	1	3	0	1	0	1	0	0	0
NF1	ENSG00000196712	ENST00000490416	protein_coding	1	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	2
NF1	ENSG00000196712	ENST00000686189	protein_coding	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
NF1	ENSG00000196712	ENST00000691014	protein_coding	2	2	0	8	0	0	0	0	0	0	0	1	9	0	1	0	1	0	2	0
NONO	ENSG00000147140	ENST00000677446	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
NOTCH1	ENSG00000148400	ENST00000651671	protein_coding	2	0	2	1	0	0	0	0	0	0	0	2	1	2	0	0	0	0	0	0
NOTCH1	ENSG00000148400	ENST00000680133	protein_coding	2	0	2	1	0	0	0	0	0	0	0	2	1	2	0	0	0	0	0	0
NOTCH1	ENSG00000148400	ENST00000680218	protein_coding	1	0	1	3	0	0	0	0	0	0	0	1	3	1	0	0	0	0	0	0
NOTCH1	ENSG00000148400	ENST00000680668	protein_coding	2	0	2	1	0	0	0	0	0	0	0	2	1	2	0	0	0	0	0	0
NOTCH1	ENSG00000148400	ENST00000680778	protein_coding	1	0	2	1	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0
NPM1	ENSG00000181163	ENST00000296930	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
NPM1	ENSG00000181163	ENST00000351986	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
NPM1	ENSG00000181163	ENST00000393820	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
NPM1	ENSG00000181163	ENST00000517671	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
NPM1	ENSG00000181163	ENST00000521672	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
NPM1	ENSG00000181163	ENST00000676589	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
NPM1	ENSG00000181163	ENST00000677297	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
NPM1	ENSG00000181163	ENST00000677325	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
NPM1	ENSG00000181163	ENST00000677357	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
NPM1	ENSG00000181163	ENST00000677907	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
NPM1	ENSG00000181163	ENST00000679190	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
NPM1	ENSG00000181163	ENST00000679233	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
OMG	ENSG00000126861	ENST00000247271	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
PA2G4	ENSG00000170515	ENST00000303305	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
PA2G4	ENSG00000170515	ENST00000551061	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PA2G4	ENSG00000170515	ENST00000552766	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
PA2G4	ENSG00000170515	ENST00000553057	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
PDGFRA	ENSG00000134853	ENST00000257290	protein_coding	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
PDGFRA	ENSG00000134853	ENST00000503856	protein_coding	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
PDGFRA	ENSG00000134853	ENST00000504461	protein_coding	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
PDGFRA	ENSG00000134853	ENST00000508170	protein_coding	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
PDGFRA	ENSG00000134853	ENST00000512143	protein_coding	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
PDGFRA	ENSG00000134853	ENST00000512522	protein_coding	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
PDGFRB	ENSG00000113721	ENST00000261799	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
PHF6	ENSG00000156531	ENST00000332070	protein_coding	0	1	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0
PHF6	ENSG00000156531	ENST00000370799	protein_coding	0	1	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0
PHF6	ENSG00000156531	ENST00000370800	protein_coding	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
PHF6	ENSG00000156531	ENST00000370803	protein_coding	0	1	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0
PHF6	ENSG00000156531	ENST00000625464	protein_coding	0	1	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0
PHF6	ENSG00000156531	ENST00000685047	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PHF6	ENSG00000156531	ENST00000687496	protein_coding	0	1	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0
PHF6	ENSG00000156531	ENST00000688598	protein_coding	0	1	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0
PHF6	ENSG00000156531	ENST00000691812	protein_coding	0	1	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0
PIK3R1	ENSG00000145675	ENST00000520675	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PIK3R1	ENSG00000145675	ENST00000521381	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
PIK3R1	ENSG00000145675	ENST00000521657	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
PSMB1	ENSG00000008018	ENST00000262193	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
PSMB2	ENSG00000126067	ENST00000373237	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
PSMB2	ENSG00000126067	ENST00000621781	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
PSMB5	ENSG00000100804	ENST00000361611	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
PSMB5	ENSG00000100804	ENST00000425762	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
PSMB5	ENSG00000100804	ENST00000460922	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
PSMB5	ENSG00000100804	ENST00000493471	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
PSMB5	ENSG00000100804	ENST00000555895	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
PSMD1	ENSG00000173692	ENST00000308696	protein_coding	1	0	1	2	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0
PSMD1	ENSG00000173692	ENST00000373635	protein_coding	1	0	1	2	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0
PSMD1	ENSG00000173692	ENST00000409643	protein_coding	1	0	1	2	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0
PSMD1	ENSG00000173692	ENST00000440838	protein_coding	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
PSMD1	ENSG00000173692	ENST00000444007	protein_coding	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
PSMD1	ENSG00000173692	ENST00000619128	protein_coding	1	0	1	2	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0
PSMD1	ENSG00000173692	ENST00000676740	protein_coding	1	0	1	2	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0
PSMD1	ENSG00000173692	ENST00000677158	protein_coding	0	0	1	3	0	0	1	0	0	0	0	0	2	1	0	0	0	0	0	0
PSMD1	ENSG00000173692	ENST00000677180	protein_coding	1	0	1	2	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0
PSMD1	ENSG00000173692	ENST00000677230	protein_coding	1	0	1	2	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0
PSMD1	ENSG00000173692	ENST00000677259	protein_coding	1	0	1	2	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0
PSMD1	ENSG00000173692	ENST00000678679	protein_coding	1	0	1	2	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0
PSMD2	ENSG00000175166	ENST00000310118	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
PSMD2	ENSG00000175166	ENST00000417952	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
PSMD2	ENSG00000175166	ENST00000432855	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
PSMD2	ENSG00000175166	ENST00000435761	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
PSMD2	ENSG00000175166	ENST00000439383	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
PTCH1	ENSG00000185920	ENST00000331920	protein_coding	0	3	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	2	0
PTCH1	ENSG00000185920	ENST00000375271	protein_coding	0	1	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0
PTCH1	ENSG00000185920	ENST00000429896	protein_coding	0	3	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	2	0
PTCH1	ENSG00000185920	ENST00000430669	protein_coding	0	3	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	2	0
PTCH1	ENSG00000185920	ENST00000437951	protein_coding	0	3	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	2	0
PTCH1	ENSG00000185920	ENST00000468211	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
PTCH1	ENSG00000185920	ENST00000546820	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
PTCH1	ENSG00000185920	ENST00000547672	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
PTCH1	ENSG00000185920	ENST00000548420	protein_coding	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
PTCH1	ENSG00000185920	ENST00000551630	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
PTCH1	ENSG00000185920	ENST00000551845	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
PTCH1	ENSG00000185920	ENST00000553011	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
PTCH1	ENSG00000185920	ENST00000692981	protein_coding	0	3	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	2	0
PTPN11	ENSG00000179295	ENST00000351677	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
PTPN11	ENSG00000179295	ENST00000392597	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
PTPN11	ENSG00000179295	ENST00000635625	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
PTPN11	ENSG00000179295	ENST00000635652	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
PTPN11	ENSG00000179295	ENST00000639857	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
PTPN11	ENSG00000179295	ENST00000687906	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
PTPN11	ENSG00000179295	ENST00000688597	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
PTPN11	ENSG00000179295	ENST00000690210	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
RAF1	ENSG00000132155	ENST00000251849	protein_coding	0	1	1	3	0	0	0	0	0	0	0	0	3	1	0	0	0	0	1	0
RAF1	ENSG00000132155	ENST00000432427	protein_coding	0	1	1	2	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
RAF1	ENSG00000132155	ENST00000442415	protein_coding	0	1	1	3	0	0	0	0	0	0	0	0	3	1	0	0	0	0	1	0
RAF1	ENSG00000132155	ENST00000685437	protein_coding	0	1	1	3	0	0	0	0	0	0	0	0	3	1	0	0	0	0	1	0
RAF1	ENSG00000132155	ENST00000685653	protein_coding	0	1	1	3	0	0	0	0	0	0	0	0	3	1	0	0	0	0	1	0
RAF1	ENSG00000132155	ENST00000685740	protein_coding	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
RAF1	ENSG00000132155	ENST00000685959	protein_coding	0	0	0	3	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0
RAF1	ENSG00000132155	ENST00000687923	protein_coding	0	1	1	3	0	0	0	0	0	0	0	0	3	1	0	0	0	0	1	0
RAF1	ENSG00000132155	ENST00000688543	protein_coding	0	1	1	3	0	0	0	0	0	0	0	0	3	1	0	0	0	0	1	0
RAF1	ENSG00000132155	ENST00000688753	protein_coding	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
RAF1	ENSG00000132155	ENST00000689033	protein_coding	0	0	0	3	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0
RAF1	ENSG00000132155	ENST00000689226	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
RAF1	ENSG00000132155	ENST00000689389	protein_coding	0	0	1	4	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0
RAF1	ENSG00000132155	ENST00000690397	protein_coding	0	1	1	3	0	0	0	0	0	0	0	0	3	1	0	0	0	0	1	0
RAF1	ENSG00000132155	ENST00000690460	protein_coding	0	1	1	3	0	0	0	0	0	0	0	0	3	1	0	0	0	0	1	0
RAF1	ENSG00000132155	ENST00000691718	protein_coding	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
RAF1	ENSG00000132155	ENST00000691888	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
RAF1	ENSG00000132155	ENST00000691899	protein_coding	0	1	1	3	0	0	0	0	0	0	0	0	3	1	0	0	0	0	1	0
RAF1	ENSG00000132155	ENST00000692093	protein_coding	0	1	1	3	0	0	0	0	0	0	0	0	3	1	0	0	0	0	1	0
RAF1	ENSG00000132155	ENST00000692959	protein_coding	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
RAF1	ENSG00000132155	ENST00000693312	protein_coding	0	1	1	3	0	0	0	0	0	0	0	0	3	1	0	0	0	0	1	0
RARA	ENSG00000131759	ENST00000254066	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
RARA	ENSG00000131759	ENST00000394081	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
RARA	ENSG00000131759	ENST00000394086	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
RARA	ENSG00000131759	ENST00000394089	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
RARA	ENSG00000131759	ENST00000425707	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
RARA	ENSG00000131759	ENST00000475125	protein_coding	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
RARA	ENSG00000131759	ENST00000577646	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
RARB	ENSG00000077092	ENST00000330688	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
RARB	ENSG00000077092	ENST00000383772	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
RARB	ENSG00000077092	ENST00000437042	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
RARB	ENSG00000077092	ENST00000455576	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
RARB	ENSG00000077092	ENST00000686715	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
RARB	ENSG00000077092	ENST00000687083	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
RARB	ENSG00000077092	ENST00000687353	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
RARB	ENSG00000077092	ENST00000687676	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
RARB	ENSG00000077092	ENST00000688892	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
RARB	ENSG00000077092	ENST00000691912	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
RARB	ENSG00000077092	ENST00000692640	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RARB	ENSG00000077092	ENST00000693261	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
RARG	ENSG00000172819	ENST00000338561	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
RARG	ENSG00000172819	ENST00000394426	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
RARG	ENSG00000172819	ENST00000425354	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
RARG	ENSG00000172819	ENST00000543726	protein_coding	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
RB1	ENSG00000139687	ENST00000267163	protein_coding	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
RB1	ENSG00000139687	ENST00000643064	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
RB1	ENSG00000139687	ENST00000650461	protein_coding	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
