# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_region_variant	variants_effect_stop_gained	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
PBRM1	ENSG00000163939	ENST00000446103	protein_coding	0	0	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0
PCOLCE2	ENSG00000163710	ENST00000295992	protein_coding	0	0	0	7	0	0	0	0	3	0	4	0	0	0	0	0	0
PCOLCE2	ENSG00000163710	ENST00000485766	protein_coding	0	0	0	7	0	0	0	0	3	0	4	0	0	0	0	0	0
PDCD1LG2	ENSG00000197646	ENST00000397745	protein_coding	0	0	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0
PDCD1LG2	ENSG00000197646	ENST00000397747	protein_coding	0	0	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0
PDGFRA	ENSG00000134853	ENST00000257290	protein_coding	0	0	0	14	0	0	0	0	0	0	12	0	0	0	0	0	2
PDGFRA	ENSG00000134853	ENST00000503856	protein_coding	0	0	0	14	0	0	0	0	0	0	12	0	0	0	0	0	2
PDGFRA	ENSG00000134853	ENST00000504461	protein_coding	0	0	0	14	0	0	0	0	0	0	12	0	0	0	0	0	2
PDGFRA	ENSG00000134853	ENST00000508170	protein_coding	0	0	0	14	0	0	0	0	0	0	12	0	0	0	0	0	2
PDGFRA	ENSG00000134853	ENST00000512143	protein_coding	0	0	0	14	0	0	0	0	0	0	12	0	0	0	0	0	2
PDGFRA	ENSG00000134853	ENST00000512522	protein_coding	0	0	0	10	0	0	0	0	0	0	8	0	0	0	0	0	2
PEAR1	ENSG00000187800	ENST00000292357	protein_coding	0	1	0	13	0	0	0	0	0	0	11	0	0	0	0	1	2
PEAR1	ENSG00000187800	ENST00000338302	protein_coding	0	1	0	13	0	0	0	0	0	0	11	0	0	0	0	1	2
PEAR1	ENSG00000187800	ENST00000455314	protein_coding	0	1	0	13	0	0	0	0	2	0	9	0	0	0	0	1	2
PHF6	ENSG00000156531	ENST00000332070	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0
PHF6	ENSG00000156531	ENST00000370799	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0
PHF6	ENSG00000156531	ENST00000370800	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0
PHF6	ENSG00000156531	ENST00000370803	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0
PHF6	ENSG00000156531	ENST00000394292	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0
PHF6	ENSG00000156531	ENST00000416404	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0
PHOX2B	ENSG00000109132	ENST00000226382	protein_coding	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0
PHOX2B	ENSG00000109132	ENST00000510424	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
PIGP	ENSG00000185808	ENST00000360525	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
PIGP	ENSG00000185808	ENST00000399098	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
PIGP	ENSG00000185808	ENST00000399102	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
PIGP	ENSG00000185808	ENST00000399103	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
PIGP	ENSG00000185808	ENST00000430792	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
PIGP	ENSG00000185808	ENST00000464265	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
PITPNC1	ENSG00000154217	ENST00000299954	protein_coding	0	0	0	14	0	0	0	0	0	0	14	0	0	0	0	0	0
PITPNC1	ENSG00000154217	ENST00000335257	protein_coding	0	0	0	14	0	0	0	0	0	0	14	0	0	0	0	0	0
PITPNC1	ENSG00000154217	ENST00000580974	protein_coding	0	0	0	14	0	0	0	0	0	0	14	0	0	0	0	0	0
PITPNC1	ENSG00000154217	ENST00000581322	protein_coding	0	0	0	14	0	0	0	0	0	0	14	0	0	0	0	0	0
PITPNC1	ENSG00000154217	ENST00000584471	protein_coding	0	0	0	14	0	0	0	0	0	0	14	0	0	0	0	0	0
PITPNC1	ENSG00000154217	ENST00000584554	protein_coding	0	0	0	14	0	0	0	0	0	0	14	0	0	0	0	0	0
PLAC1	ENSG00000170965	ENST00000359237	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
PLEK2	ENSG00000100558	ENST00000216446	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
PLEK2	ENSG00000100558	ENST00000554395	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
PLP2	ENSG00000102007	ENST00000376322	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
PLP2	ENSG00000102007	ENST00000376327	protein_coding	0	0	0	4	1	0	0	0	3	0	0	0	0	0	0	0	0
PNMA2	ENSG00000240694	ENST00000522362	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
POLR3B	ENSG00000013503	ENST00000228347	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
POLR3B	ENSG00000013503	ENST00000539066	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
PPM1D	ENSG00000170836	ENST00000305921	protein_coding	0	0	0	4	0	0	0	0	0	0	4	0	0	0	0	0	0
PPM1D	ENSG00000170836	ENST00000590418	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
PRCC	ENSG00000143294	ENST00000271526	protein_coding	0	0	0	5	0	0	0	0	0	0	5	0	0	0	0	0	0
PRCC	ENSG00000143294	ENST00000353233	protein_coding	0	0	0	5	0	0	0	0	0	0	5	0	0	0	0	0	0
PRCC	ENSG00000143294	ENST00000454659	protein_coding	0	0	0	5	0	0	0	0	0	0	5	0	0	0	0	0	0
PRCC	ENSG00000143294	ENST00000526188	protein_coding	0	0	0	5	0	0	0	0	0	0	5	0	0	0	0	0	0
PRICKLE3	ENSG00000012211	ENST00000376310	protein_coding	0	0	0	12	0	0	0	0	2	0	10	0	0	0	0	0	0
PRICKLE3	ENSG00000012211	ENST00000376317	protein_coding	1	0	0	11	1	0	0	0	0	1	10	0	0	0	0	0	0
PRICKLE3	ENSG00000012211	ENST00000417014	protein_coding	0	0	0	10	0	0	0	0	7	0	3	0	0	0	0	0	0
PRICKLE3	ENSG00000012211	ENST00000432913	protein_coding	1	0	0	11	0	0	0	0	1	1	7	0	0	0	0	0	3
PRICKLE3	ENSG00000012211	ENST00000453382	protein_coding	1	0	0	11	0	0	0	0	1	1	7	0	0	0	0	0	3
PRICKLE3	ENSG00000012211	ENST00000536904	protein_coding	1	0	0	11	0	0	0	0	1	1	7	0	0	0	0	0	3
PRICKLE3	ENSG00000012211	ENST00000538114	protein_coding	1	0	0	11	0	0	0	0	1	1	10	0	0	0	0	0	0
PRICKLE3	ENSG00000012211	ENST00000540849	protein_coding	1	0	0	11	0	0	0	0	1	1	7	0	0	0	0	0	3
PRR23B	ENSG00000184814	ENST00000329447	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
PRR23C	ENSG00000233701	ENST00000413199	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
PRR23C	ENSG00000233701	ENST00000502927	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
PSG2	ENSG00000242221	ENST00000329509	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
PSG2	ENSG00000242221	ENST00000406487	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
PVRL2	ENSG00000130202	ENST00000252483	protein_coding	0	0	0	8	0	0	0	0	0	0	8	0	0	0	0	0	0
PVRL2	ENSG00000130202	ENST00000252485	protein_coding	0	0	0	8	0	0	0	0	0	0	8	0	0	0	0	0	0
R3HDM2	ENSG00000179912	ENST00000347140	protein_coding	0	0	0	4	0	0	0	0	0	0	4	0	0	0	0	0	0
R3HDM2	ENSG00000179912	ENST00000402412	protein_coding	0	0	0	4	0	0	0	0	0	0	4	0	0	0	0	0	0
R3HDM2	ENSG00000179912	ENST00000448732	protein_coding	0	0	0	4	0	0	0	0	0	0	4	0	0	0	0	0	0
RAB44	ENSG00000255587	ENST00000229824	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
RAD51B	ENSG00000182185	ENST00000390683	protein_coding	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0
RAD51B	ENSG00000182185	ENST00000471583	protein_coding	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0
RAD51B	ENSG00000182185	ENST00000487270	protein_coding	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0
RAD51B	ENSG00000182185	ENST00000487861	protein_coding	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0
RAD51B	ENSG00000182185	ENST00000488612	protein_coding	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0
RAF1	ENSG00000132155	ENST00000251849	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
RAF1	ENSG00000132155	ENST00000442415	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
RAF1	ENSG00000132155	ENST00000542177	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
RGS16	ENSG00000143333	ENST00000367558	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
RGS7	ENSG00000182901	ENST00000348120	protein_coding	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	1
RGS7	ENSG00000182901	ENST00000366562	protein_coding	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	1
RGS7	ENSG00000182901	ENST00000366563	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0
RGS7	ENSG00000182901	ENST00000366564	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0
RGS7	ENSG00000182901	ENST00000366565	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0
RGS7	ENSG00000182901	ENST00000401882	protein_coding	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	1
RGS7	ENSG00000182901	ENST00000407727	protein_coding	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	1
RHBDD3	ENSG00000100263	ENST00000216085	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1
RHBDD3	ENSG00000100263	ENST00000406335	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
RHBDD3	ENSG00000100263	ENST00000414672	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1
RICTOR	ENSG00000164327	ENST00000296782	protein_coding	2	2	3	4	1	0	0	0	0	1	5	3	1	1	0	1	0
RICTOR	ENSG00000164327	ENST00000357387	protein_coding	2	2	3	4	1	0	0	0	0	1	5	3	1	1	0	1	0
RICTOR	ENSG00000164327	ENST00000514735	protein_coding	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0
RIPPLY3	ENSG00000183145	ENST00000329553	protein_coding	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0
RMND1	ENSG00000155906	ENST00000336451	protein_coding	0	1	0	44	0	0	0	0	4	0	34	0	0	0	0	1	6
RMND1	ENSG00000155906	ENST00000367303	protein_coding	0	1	0	49	0	0	1	0	4	0	41	0	0	0	0	1	3
RMND1	ENSG00000155906	ENST00000444024	protein_coding	0	1	0	41	0	0	1	0	6	0	31	0	0	0	0	1	3
RP11-368I7.4	ENSG00000260259	ENST00000567544	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
RP11-598P20.5	ENSG00000254673	ENST00000534420	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
RP4-559A3.7	ENSG00000255835	ENST00000432920	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
RSPH10B	ENSG00000155026	ENST00000337579	protein_coding	0	0	0	6	0	0	0	0	0	0	6	0	0	0	0	0	0
RSPH10B	ENSG00000155026	ENST00000404406	protein_coding	0	0	0	6	0	0	0	0	0	0	6	0	0	0	0	0	0
RSPH10B	ENSG00000155026	ENST00000405415	protein_coding	0	0	0	6	0	0	0	0	0	0	6	0	0	0	0	0	0
RSPH10B	ENSG00000155026	ENST00000441023	protein_coding	0	0	0	6	0	0	0	0	0	0	6	0	0	0	0	0	0
RSPH10B	ENSG00000155026	ENST00000455618	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
RSPH10B	ENSG00000155026	ENST00000539903	protein_coding	0	0	0	6	0	0	0	0	0	0	5	0	0	0	0	0	1
RSPH10B	ENSG00000155026	ENST00000542644	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
RUNX1	ENSG00000159216	ENST00000300305	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
RUNX1	ENSG00000159216	ENST00000416754	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
RUNX1	ENSG00000159216	ENST00000437180	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
RUNX1	ENSG00000159216	ENST00000455571	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
RUNX1	ENSG00000159216	ENST00000475045	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
RUNX1	ENSG00000159216	ENST00000486278	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
RXFP2	ENSG00000133105	ENST00000298386	protein_coding	0	0	0	13	0	0	0	0	0	0	13	0	0	0	0	0	0
RXFP2	ENSG00000133105	ENST00000380314	protein_coding	0	0	0	13	0	0	0	0	0	0	13	0	0	0	0	0	0
SAC3D1	ENSG00000168061	ENST00000398846	protein_coding	0	0	0	8	0	0	0	0	0	0	5	0	0	0	0	0	3
SAC3D1	ENSG00000168061	ENST00000529996	protein_coding	0	0	0	8	0	0	0	0	0	0	5	0	0	0	0	0	3
SAC3D1	ENSG00000168061	ENST00000531072	protein_coding	0	0	0	8	0	0	0	0	0	0	5	0	0	0	0	0	3
SARDH	ENSG00000123453	ENST00000371868	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
SARDH	ENSG00000123453	ENST00000371872	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
SARDH	ENSG00000123453	ENST00000422262	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
SARDH	ENSG00000123453	ENST00000439388	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
SDHA	ENSG00000073578	ENST00000264932	protein_coding	0	0	1	2	0	0	0	0	0	0	2	1	0	0	0	0	0
SDHA	ENSG00000073578	ENST00000504309	protein_coding	0	0	1	2	0	0	0	0	0	0	2	1	0	0	0	0	0
SDHA	ENSG00000073578	ENST00000510361	protein_coding	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0
SDHA	ENSG00000073578	ENST00000515815	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
SEMA4B	ENSG00000185033	ENST00000332496	protein_coding	1	0	1	7	0	0	0	1	0	1	7	0	0	0	0	0	0
SEMA4B	ENSG00000185033	ENST00000379122	protein_coding	1	0	1	7	0	0	0	1	0	1	7	0	0	0	0	0	0
SEMA4B	ENSG00000185033	ENST00000411539	protein_coding	1	0	1	7	0	0	0	1	0	1	7	0	0	0	0	0	0
SEMA4B	ENSG00000185033	ENST00000558051	protein_coding	1	0	1	7	0	0	0	1	3	1	4	0	0	0	0	0	0
SEMA4B	ENSG00000185033	ENST00000558895	protein_coding	0	0	0	6	0	0	0	0	5	0	1	0	0	0	0	0	0
SEMA4B	ENSG00000185033	ENST00000559074	protein_coding	0	0	0	8	0	0	0	0	0	0	3	0	0	0	0	0	5
SEMA4B	ENSG00000185033	ENST00000559247	protein_coding	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	1
SEMA4B	ENSG00000185033	ENST00000559322	protein_coding	1	0	0	5	0	0	0	0	4	1	1	0	0	0	0	0	0
SEMA4B	ENSG00000185033	ENST00000559792	protein_coding	1	0	0	5	0	0	0	0	4	1	1	0	0	0	0	0	0
SEMA4B	ENSG00000185033	ENST00000559983	protein_coding	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	1
SEMA4B	ENSG00000185033	ENST00000561085	protein_coding	1	0	1	6	0	0	0	1	2	1	4	0	0	0	0	0	0
SERPINA3	ENSG00000196136	ENST00000393078	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0
SERPINA3	ENSG00000196136	ENST00000393080	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0
SERPINA3	ENSG00000196136	ENST00000467132	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0
SERPINA3	ENSG00000196136	ENST00000482740	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0
SETD2	ENSG00000181555	ENST00000409792	protein_coding	0	0	1	9	0	0	0	0	2	0	7	1	0	0	0	0	0
SETD2	ENSG00000181555	ENST00000412450	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
SH2D2A	ENSG00000027869	ENST00000368198	protein_coding	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	1
SH2D2A	ENSG00000027869	ENST00000368199	protein_coding	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	1
SH2D2A	ENSG00000027869	ENST00000392306	protein_coding	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	1
SLC2A10	ENSG00000197496	ENST00000359271	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
SLC34A2	ENSG00000157765	ENST00000382051	protein_coding	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0
SLC34A2	ENSG00000157765	ENST00000503434	protein_coding	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0
SLC34A2	ENSG00000157765	ENST00000504570	protein_coding	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0
SLC34A2	ENSG00000157765	ENST00000507530	protein_coding	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0
SLC34A2	ENSG00000157765	ENST00000513204	protein_coding	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0
SLC9A3R2	ENSG00000065054	ENST00000424542	protein_coding	0	1	0	14	0	0	0	0	0	0	11	0	0	0	0	1	3
SLC9A3R2	ENSG00000065054	ENST00000432365	protein_coding	0	1	0	14	0	0	0	0	0	0	11	0	0	0	0	1	3
SLC9A3R2	ENSG00000065054	ENST00000561844	protein_coding	0	1	0	12	1	0	0	0	0	0	8	0	0	0	0	1	3
SLC9A3R2	ENSG00000065054	ENST00000563587	protein_coding	0	1	0	12	0	0	0	0	0	0	9	0	0	0	0	1	3
SLC9A3R2	ENSG00000065054	ENST00000565855	protein_coding	0	1	0	11	0	0	0	0	0	0	5	0	0	0	0	1	6
SLC9A3R2	ENSG00000065054	ENST00000566198	protein_coding	0	1	0	11	0	0	0	0	0	0	5	0	0	0	0	1	6
SLC9A3R2	ENSG00000065054	ENST00000567504	protein_coding	0	0	0	15	0	0	0	0	3	0	10	0	0	0	0	0	2
SMIM4	ENSG00000168273	ENST00000307106	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
SMIM4	ENSG00000168273	ENST00000476842	protein_coding	0	0	0	5	0	0	0	0	2	0	3	0	0	0	0	0	0
SMIM4	ENSG00000168273	ENST00000477703	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
SNX15	ENSG00000110025	ENST00000352068	protein_coding	0	0	0	8	0	0	0	0	5	0	3	0	0	0	0	0	0
SNX15	ENSG00000110025	ENST00000377244	protein_coding	0	0	0	8	0	0	0	0	5	0	3	0	0	0	0	0	0
SNX15	ENSG00000110025	ENST00000524831	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0
SNX15	ENSG00000110025	ENST00000525648	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0
SNX15	ENSG00000110025	ENST00000534637	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0
SPACA3	ENSG00000141316	ENST00000269053	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
SPACA3	ENSG00000141316	ENST00000394638	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
SPACA3	ENSG00000141316	ENST00000580599	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
SPAG16	ENSG00000144451	ENST00000331683	protein_coding	0	0	0	11	0	0	0	0	0	0	11	0	0	0	0	0	0
SPAG16	ENSG00000144451	ENST00000374309	protein_coding	0	0	0	11	0	0	0	0	0	0	11	0	0	0	0	0	0
SPAG16	ENSG00000144451	ENST00000451561	protein_coding	0	0	0	11	0	0	0	0	0	0	11	0	0	0	0	0	0
SPATA2L	ENSG00000158792	ENST00000289805	protein_coding	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	3
SPATA2L	ENSG00000158792	ENST00000335360	protein_coding	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	3
SPATA2L	ENSG00000158792	ENST00000569918	protein_coding	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	3
SPATA33	ENSG00000167523	ENST00000301031	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0
SPATA33	ENSG00000167523	ENST00000566204	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0
SPATA33	ENSG00000167523	ENST00000579310	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0
SRM	ENSG00000116649	ENST00000376957	protein_coding	0	0	0	5	0	0	0	0	4	0	0	0	0	0	0	0	1
SRM	ENSG00000116649	ENST00000465788	protein_coding	0	0	0	5	0	0	0	0	4	0	0	0	0	0	0	0	1
SRM	ENSG00000116649	ENST00000487300	protein_coding	0	0	0	5	0	0	0	0	4	0	0	0	0	0	0	0	1
SRM	ENSG00000116649	ENST00000490101	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0
SSBP2	ENSG00000145687	ENST00000320672	protein_coding	0	0	0	5	0	0	0	0	0	0	5	0	0	0	0	0	0
SSBP2	ENSG00000145687	ENST00000504985	protein_coding	0	0	0	5	0	0	0	0	0	0	4	0	0	0	0	0	1
SSBP2	ENSG00000145687	ENST00000505980	protein_coding	0	0	0	5	0	0	0	0	0	0	5	0	0	0	0	0	0
SSBP2	ENSG00000145687	ENST00000509013	protein_coding	0	0	0	4	0	0	0	0	0	0	4	0	0	0	0	0	0
SSBP2	ENSG00000145687	ENST00000509053	protein_coding	0	0	0	5	0	0	0	0	0	0	5	0	0	0	0	0	0
SSBP2	ENSG00000145687	ENST00000512923	protein_coding	0	0	0	5	0	0	0	0	0	0	4	0	0	0	0	0	1
SSBP2	ENSG00000145687	ENST00000514493	protein_coding	0	0	0	5	0	0	0	0	0	0	5	0	0	0	0	0	0
SSBP2	ENSG00000145687	ENST00000515395	protein_coding	0	0	0	5	0	0	0	0	0	0	5	0	0	0	0	0	0
ST7	ENSG00000004866	ENST00000265437	protein_coding	0	0	0	23	0	0	0	0	0	0	23	0	0	0	0	0	0
ST7	ENSG00000004866	ENST00000323984	protein_coding	0	0	0	23	0	0	0	0	0	0	23	0	0	0	0	0	0
ST7	ENSG00000004866	ENST00000393443	protein_coding	0	0	0	23	0	0	0	0	0	0	23	0	0	0	0	0	0
ST7	ENSG00000004866	ENST00000393444	protein_coding	0	0	0	23	0	0	0	0	0	0	23	0	0	0	0	0	0
ST7	ENSG00000004866	ENST00000393446	protein_coding	0	0	0	23	0	0	0	0	0	0	23	0	0	0	0	0	0
ST7	ENSG00000004866	ENST00000393447	protein_coding	0	0	0	23	0	0	0	0	0	0	23	0	0	0	0	0	0
ST7	ENSG00000004866	ENST00000393449	protein_coding	0	0	0	23	0	0	0	0	0	0	23	0	0	0	0	0	0
ST7	ENSG00000004866	ENST00000393451	protein_coding	0	0	0	23	0	0	0	0	0	0	23	0	0	0	0	0	0
ST7	ENSG00000004866	ENST00000417919	protein_coding	0	0	0	16	0	0	0	0	2	0	14	0	0	0	0	0	0
ST7	ENSG00000004866	ENST00000420755	protein_coding	0	0	0	10	0	0	0	0	5	0	5	0	0	0	0	0	0
ST7	ENSG00000004866	ENST00000421345	protein_coding	0	0	0	16	0	0	0	0	2	0	14	0	0	0	0	0	0
ST7	ENSG00000004866	ENST00000422922	protein_coding	0	0	0	23	0	0	0	0	0	0	23	0	0	0	0	0	0
ST7	ENSG00000004866	ENST00000432298	protein_coding	0	0	0	23	0	0	0	0	0	0	23	0	0	0	0	0	0
ST7	ENSG00000004866	ENST00000434836	protein_coding	0	0	0	13	0	0	0	0	1	0	12	0	0	0	0	0	0
ST7	ENSG00000004866	ENST00000446490	protein_coding	0	0	0	23	0	0	0	0	0	0	23	0	0	0	0	0	0
ST7	ENSG00000004866	ENST00000449366	protein_coding	0	0	0	22	0	0	0	0	6	0	16	0	0	0	0	0	0
ST7	ENSG00000004866	ENST00000465133	protein_coding	0	0	0	22	0	0	0	0	0	0	22	0	0	0	0	0	0
ST7	ENSG00000004866	ENST00000477742	protein_coding	0	0	0	22	0	0	0	0	6	0	16	0	0	0	0	0	0
ST7	ENSG00000004866	ENST00000490039	protein_coding	0	0	0	11	0	0	0	0	0	0	11	0	0	0	0	0	0
STAB1	ENSG00000010327	ENST00000321725	protein_coding	1	0	1	2	0	0	0	0	1	1	1	1	0	0	0	0	0
STAB1	ENSG00000010327	ENST00000469989	protein_coding	1	0	0	2	0	0	0	0	1	1	0	0	0	0	0	0	1
STK11	ENSG00000118046	ENST00000326873	protein_coding	0	0	0	7	2	0	0	0	0	0	5	0	0	0	0	0	0
STK11	ENSG00000118046	ENST00000585851	protein_coding	0	0	0	4	0	0	0	0	3	0	1	0	0	0	0	0	0
STK11	ENSG00000118046	ENST00000586243	protein_coding	0	2	0	5	0	0	0	0	0	0	4	0	0	0	0	2	1
STRADA	ENSG00000266173	ENST00000245865	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
STRADA	ENSG00000266173	ENST00000336174	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
STRADA	ENSG00000266173	ENST00000375840	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
STRADA	ENSG00000266173	ENST00000392950	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
STRADA	ENSG00000266173	ENST00000447001	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
STRADA	ENSG00000266173	ENST00000579340	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
