# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
PSMD1	ENSG00000173692	ENST00000373635	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
PSMD1	ENSG00000173692	ENST00000409643	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
PTS	ENSG00000150787	ENST00000280362	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
PTS	ENSG00000150787	ENST00000524931	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
PTS	ENSG00000150787	ENST00000525803	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
PVRL2	ENSG00000130202	ENST00000252483	protein_coding	0	1	0	6	0	0	0	0	0	6	0	0	0	0	0	1	0
PVRL2	ENSG00000130202	ENST00000252485	protein_coding	0	1	0	6	0	0	0	0	0	6	0	0	0	0	0	1	0
PVRL2	ENSG00000130202	ENST00000591581	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
RAD51B	ENSG00000182185	ENST00000390683	protein_coding	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0
RAD51B	ENSG00000182185	ENST00000471583	protein_coding	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0
RAD51B	ENSG00000182185	ENST00000487270	protein_coding	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0
RAD51B	ENSG00000182185	ENST00000487861	protein_coding	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0
RAD51B	ENSG00000182185	ENST00000488612	protein_coding	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0
RAF1	ENSG00000132155	ENST00000251849	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0
RAF1	ENSG00000132155	ENST00000442415	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0
RAF1	ENSG00000132155	ENST00000542177	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0
RGS16	ENSG00000143333	ENST00000367558	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
RGS7	ENSG00000182901	ENST00000348120	protein_coding	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	1
RGS7	ENSG00000182901	ENST00000366562	protein_coding	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	1
RGS7	ENSG00000182901	ENST00000366563	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0
RGS7	ENSG00000182901	ENST00000366564	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0
RGS7	ENSG00000182901	ENST00000366565	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0
RGS7	ENSG00000182901	ENST00000401882	protein_coding	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	1
RGS7	ENSG00000182901	ENST00000407727	protein_coding	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	1
RHBDD3	ENSG00000100263	ENST00000216085	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0
RHBDD3	ENSG00000100263	ENST00000414672	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0
RICTOR	ENSG00000164327	ENST00000296782	protein_coding	0	1	1	3	0	0	0	0	0	3	1	0	0	0	0	1	0
RICTOR	ENSG00000164327	ENST00000357387	protein_coding	0	1	1	3	0	0	0	0	0	3	1	0	0	0	0	1	0
RICTOR	ENSG00000164327	ENST00000514735	protein_coding	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0
RIPPLY3	ENSG00000183145	ENST00000329553	protein_coding	0	0	0	5	2	0	0	0	0	3	0	0	0	0	0	0	0
RMND1	ENSG00000155906	ENST00000336451	protein_coding	0	1	0	26	0	0	0	6	0	17	0	0	0	0	0	1	3
RMND1	ENSG00000155906	ENST00000367303	protein_coding	0	2	1	26	0	0	0	6	0	19	1	0	0	0	0	2	1
RMND1	ENSG00000155906	ENST00000444024	protein_coding	0	1	0	21	0	0	0	4	0	16	0	0	0	0	0	1	1
RP11-368I7.4	ENSG00000260259	ENST00000567544	protein_coding	0	0	0	4	0	0	0	2	0	2	0	0	0	0	0	0	0
RSPH10B	ENSG00000155026	ENST00000337579	protein_coding	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	1
RSPH10B	ENSG00000155026	ENST00000404406	protein_coding	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0
RSPH10B	ENSG00000155026	ENST00000405415	protein_coding	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0
RSPH10B	ENSG00000155026	ENST00000441023	protein_coding	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	1
RSPH10B	ENSG00000155026	ENST00000455618	protein_coding	0	0	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0
RSPH10B	ENSG00000155026	ENST00000539903	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
RSPH10B	ENSG00000155026	ENST00000542644	protein_coding	0	0	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0
RXFP2	ENSG00000133105	ENST00000298386	protein_coding	0	0	0	16	0	0	0	0	0	16	0	0	0	0	0	0	0
RXFP2	ENSG00000133105	ENST00000380314	protein_coding	0	0	0	16	0	0	0	0	0	16	0	0	0	0	0	0	0
RXFP4	ENSG00000173080	ENST00000368318	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
SAC3D1	ENSG00000168061	ENST00000398846	protein_coding	0	0	0	7	0	0	0	0	0	2	0	0	0	0	0	0	5
SAC3D1	ENSG00000168061	ENST00000529996	protein_coding	0	0	0	7	0	0	0	0	0	2	0	0	0	0	0	0	5
SAC3D1	ENSG00000168061	ENST00000531072	protein_coding	0	0	0	7	0	0	0	0	0	2	0	0	0	0	0	0	5
SARDH	ENSG00000123453	ENST00000371868	protein_coding	0	0	0	3	0	0	0	1	0	2	0	0	0	0	0	0	0
SARDH	ENSG00000123453	ENST00000371872	protein_coding	0	0	0	3	0	0	0	1	0	2	0	0	0	0	0	0	0
SARDH	ENSG00000123453	ENST00000422262	protein_coding	0	0	0	3	0	0	0	1	0	2	0	0	0	0	0	0	0
SARDH	ENSG00000123453	ENST00000439388	protein_coding	0	0	0	3	0	0	0	1	0	2	0	0	0	0	0	0	0
SDHA	ENSG00000073578	ENST00000264932	protein_coding	0	0	3	6	0	0	0	0	0	4	3	0	0	0	0	0	2
SDHA	ENSG00000073578	ENST00000504309	protein_coding	0	0	3	6	0	0	0	0	0	4	3	0	0	0	0	0	2
SDHA	ENSG00000073578	ENST00000510361	protein_coding	0	0	1	8	0	0	0	0	0	6	1	0	0	0	0	0	2
SDHA	ENSG00000073578	ENST00000515815	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
SDHC	ENSG00000143252	ENST00000342751	protein_coding	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0
SDHC	ENSG00000143252	ENST00000367975	protein_coding	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0
SDHC	ENSG00000143252	ENST00000392169	protein_coding	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0
SDHC	ENSG00000143252	ENST00000432287	protein_coding	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0
SDHC	ENSG00000143252	ENST00000513009	protein_coding	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0
SEMA4B	ENSG00000185033	ENST00000332496	protein_coding	0	0	0	5	0	0	0	0	0	5	0	0	0	0	0	0	0
SEMA4B	ENSG00000185033	ENST00000379122	protein_coding	0	0	0	5	0	0	0	0	0	5	0	0	0	0	0	0	0
SEMA4B	ENSG00000185033	ENST00000411539	protein_coding	0	0	0	5	0	0	0	0	0	5	0	0	0	0	0	0	0
SEMA4B	ENSG00000185033	ENST00000558051	protein_coding	0	0	0	5	0	0	0	1	0	4	0	0	0	0	0	0	0
SEMA4B	ENSG00000185033	ENST00000558895	protein_coding	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0
SEMA4B	ENSG00000185033	ENST00000559074	protein_coding	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	3
SEMA4B	ENSG00000185033	ENST00000559247	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
SEMA4B	ENSG00000185033	ENST00000559322	protein_coding	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0
SEMA4B	ENSG00000185033	ENST00000559792	protein_coding	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0
SEMA4B	ENSG00000185033	ENST00000559983	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
SEMA4B	ENSG00000185033	ENST00000561085	protein_coding	0	0	0	5	0	0	0	1	0	4	0	0	0	0	0	0	0
SETD2	ENSG00000181555	ENST00000409792	protein_coding	0	1	0	9	0	0	0	0	0	9	0	0	0	0	0	1	0
SETD2	ENSG00000181555	ENST00000412450	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SH2D2A	ENSG00000027869	ENST00000368198	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
SH2D2A	ENSG00000027869	ENST00000368199	protein_coding	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	1
SH2D2A	ENSG00000027869	ENST00000392306	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
SLC2A10	ENSG00000197496	ENST00000359271	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
SLC34A2	ENSG00000157765	ENST00000382051	protein_coding	0	0	1	5	0	0	0	0	0	5	1	0	0	0	0	0	0
SLC34A2	ENSG00000157765	ENST00000503434	protein_coding	0	0	1	5	0	0	0	0	0	5	1	0	0	0	0	0	0
SLC34A2	ENSG00000157765	ENST00000504570	protein_coding	0	0	1	5	0	0	0	0	0	5	1	0	0	0	0	0	0
SLC34A2	ENSG00000157765	ENST00000507530	protein_coding	0	0	1	5	0	0	0	0	0	5	1	0	0	0	0	0	0
SLC34A2	ENSG00000157765	ENST00000513204	protein_coding	0	0	1	5	0	0	0	0	0	5	1	0	0	0	0	0	0
SLC9A3R2	ENSG00000065054	ENST00000424542	protein_coding	0	0	1	9	1	0	0	0	0	6	1	0	0	0	0	0	2
SLC9A3R2	ENSG00000065054	ENST00000432365	protein_coding	0	0	1	9	1	0	0	0	0	6	1	0	0	0	0	0	2
SLC9A3R2	ENSG00000065054	ENST00000561844	protein_coding	0	0	1	8	1	0	0	0	0	5	1	0	0	0	0	0	2
SLC9A3R2	ENSG00000065054	ENST00000563587	protein_coding	0	0	1	8	1	0	0	0	0	5	1	0	0	0	0	0	2
SLC9A3R2	ENSG00000065054	ENST00000565855	protein_coding	0	0	0	8	0	0	0	1	0	4	0	0	0	0	0	0	3
SLC9A3R2	ENSG00000065054	ENST00000566198	protein_coding	0	0	0	8	1	0	0	0	0	4	0	0	0	0	0	0	3
SLC9A3R2	ENSG00000065054	ENST00000567504	protein_coding	0	0	1	9	0	0	0	2	0	6	1	0	0	0	0	0	1
SMIM4	ENSG00000168273	ENST00000307106	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
SMIM4	ENSG00000168273	ENST00000476842	protein_coding	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0
SMIM4	ENSG00000168273	ENST00000477703	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
SNX15	ENSG00000110025	ENST00000352068	protein_coding	0	0	0	7	0	0	0	3	0	4	0	0	0	0	0	0	0
SNX15	ENSG00000110025	ENST00000377244	protein_coding	0	0	0	7	1	0	0	2	0	4	0	0	0	0	0	0	0
SNX15	ENSG00000110025	ENST00000524831	protein_coding	0	0	0	5	0	0	0	5	0	0	0	0	0	0	0	0	0
SNX15	ENSG00000110025	ENST00000525648	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0
SNX15	ENSG00000110025	ENST00000534637	protein_coding	0	0	0	5	0	0	0	5	0	0	0	0	0	0	0	0	0
SPACA3	ENSG00000141316	ENST00000269053	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
SPACA3	ENSG00000141316	ENST00000394638	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
SPACA3	ENSG00000141316	ENST00000580599	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
SPAG16	ENSG00000144451	ENST00000331683	protein_coding	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0
SPAG16	ENSG00000144451	ENST00000374309	protein_coding	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0
SPAG16	ENSG00000144451	ENST00000451561	protein_coding	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0
SPATA2L	ENSG00000158792	ENST00000289805	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	5
SPATA2L	ENSG00000158792	ENST00000335360	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	5
SPATA2L	ENSG00000158792	ENST00000569918	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	5
SPATA33	ENSG00000167523	ENST00000301031	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0
SPATA33	ENSG00000167523	ENST00000566204	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0
SPATA33	ENSG00000167523	ENST00000579310	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0
SRM	ENSG00000116649	ENST00000376957	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
SRM	ENSG00000116649	ENST00000465788	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
SRM	ENSG00000116649	ENST00000487300	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
SSBP2	ENSG00000145687	ENST00000320672	protein_coding	0	0	0	7	0	0	0	0	0	7	0	0	0	0	0	0	0
SSBP2	ENSG00000145687	ENST00000504985	protein_coding	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0
SSBP2	ENSG00000145687	ENST00000505980	protein_coding	0	0	0	7	0	0	0	0	0	7	0	0	0	0	0	0	0
SSBP2	ENSG00000145687	ENST00000509013	protein_coding	0	0	0	6	0	0	0	1	0	5	0	0	0	0	0	0	0
SSBP2	ENSG00000145687	ENST00000509053	protein_coding	0	0	0	7	0	0	0	0	0	7	0	0	0	0	0	0	0
SSBP2	ENSG00000145687	ENST00000512923	protein_coding	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0
SSBP2	ENSG00000145687	ENST00000514493	protein_coding	0	0	0	7	0	0	0	0	0	7	0	0	0	0	0	0	0
SSBP2	ENSG00000145687	ENST00000515395	protein_coding	0	0	0	7	0	0	0	0	0	7	0	0	0	0	0	0	0
ST7	ENSG00000004866	ENST00000265437	protein_coding	0	0	0	26	0	0	0	0	0	26	0	0	0	0	0	0	0
ST7	ENSG00000004866	ENST00000323984	protein_coding	0	0	0	26	0	0	0	0	0	26	0	0	0	0	0	0	0
ST7	ENSG00000004866	ENST00000393443	protein_coding	0	0	0	26	0	0	0	0	0	26	0	0	0	0	0	0	0
ST7	ENSG00000004866	ENST00000393444	protein_coding	0	0	0	26	0	0	0	0	0	26	0	0	0	0	0	0	0
ST7	ENSG00000004866	ENST00000393446	protein_coding	0	0	0	26	0	0	0	0	0	26	0	0	0	0	0	0	0
ST7	ENSG00000004866	ENST00000393447	protein_coding	0	0	0	26	0	0	0	0	0	26	0	0	0	0	0	0	0
ST7	ENSG00000004866	ENST00000393449	protein_coding	0	0	0	26	0	0	0	0	0	26	0	0	0	0	0	0	0
ST7	ENSG00000004866	ENST00000393451	protein_coding	0	0	0	26	0	0	0	0	0	26	0	0	0	0	0	0	0
ST7	ENSG00000004866	ENST00000417919	protein_coding	0	0	0	23	0	0	0	2	0	21	0	0	0	0	0	0	0
ST7	ENSG00000004866	ENST00000420755	protein_coding	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0
ST7	ENSG00000004866	ENST00000421345	protein_coding	0	0	0	23	0	0	0	2	0	21	0	0	0	0	0	0	0
ST7	ENSG00000004866	ENST00000422922	protein_coding	0	0	0	26	0	0	0	0	0	26	0	0	0	0	0	0	0
ST7	ENSG00000004866	ENST00000432298	protein_coding	0	0	0	26	0	0	0	0	0	26	0	0	0	0	0	0	0
ST7	ENSG00000004866	ENST00000434836	protein_coding	0	0	0	20	0	0	0	0	0	20	0	0	0	0	0	0	0
ST7	ENSG00000004866	ENST00000446490	protein_coding	0	0	0	26	0	0	0	0	0	26	0	0	0	0	0	0	0
ST7	ENSG00000004866	ENST00000449366	protein_coding	0	0	0	24	0	0	0	0	0	24	0	0	0	0	0	0	0
ST7	ENSG00000004866	ENST00000465133	protein_coding	0	0	0	24	0	0	0	0	0	24	0	0	0	0	0	0	0
ST7	ENSG00000004866	ENST00000477742	protein_coding	0	0	0	24	0	0	0	0	0	24	0	0	0	0	0	0	0
ST7	ENSG00000004866	ENST00000490039	protein_coding	0	0	0	6	0	0	0	0	0	6	0	0	0	0	0	0	0
STAB1	ENSG00000010327	ENST00000321725	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
STK11	ENSG00000118046	ENST00000326873	protein_coding	0	0	2	4	0	0	1	0	0	3	2	0	0	0	0	0	0
STK11	ENSG00000118046	ENST00000585851	protein_coding	0	0	2	4	0	0	0	0	0	3	2	0	0	0	0	0	1
STK11	ENSG00000118046	ENST00000586243	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4
STRADA	ENSG00000266173	ENST00000245865	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
STRADA	ENSG00000266173	ENST00000336174	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
STRADA	ENSG00000266173	ENST00000375840	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
STRADA	ENSG00000266173	ENST00000392950	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
STRADA	ENSG00000266173	ENST00000447001	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
STRADA	ENSG00000266173	ENST00000579340	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
STRADA	ENSG00000266173	ENST00000579549	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
STRADA	ENSG00000266173	ENST00000580288	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
STRADA	ENSG00000266173	ENST00000580338	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
STRADA	ENSG00000266173	ENST00000582030	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
STRADA	ENSG00000266173	ENST00000582137	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
STRADA	ENSG00000266173	ENST00000584110	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
SYNGR3	ENSG00000127561	ENST00000248121	protein_coding	0	0	0	8	2	0	0	6	0	0	0	0	0	0	0	0	0
SYNGR3	ENSG00000127561	ENST00000562045	protein_coding	0	0	0	8	0	0	0	8	0	0	0	0	0	0	0	0	0
SYNGR3	ENSG00000127561	ENST00000563869	protein_coding	0	0	0	7	0	0	0	7	0	0	0	0	0	0	0	0	0
SYNGR3	ENSG00000127561	ENST00000568896	protein_coding	0	0	0	7	0	0	0	7	0	0	0	0	0	0	0	0	0
SYP	ENSG00000102003	ENST00000263233	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0
SYP	ENSG00000102003	ENST00000472598	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0
SYP	ENSG00000102003	ENST00000538567	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0
TACC3	ENSG00000013810	ENST00000313288	protein_coding	0	0	0	11	0	0	0	0	0	11	0	0	0	0	0	0	0
TACC3	ENSG00000013810	ENST00000458173	protein_coding	0	0	0	4	0	0	0	1	0	3	0	0	0	0	0	0	0
TACC3	ENSG00000013810	ENST00000470136	protein_coding	0	0	0	9	0	0	0	2	0	4	0	0	0	0	0	0	3
TACC3	ENSG00000013810	ENST00000485989	protein_coding	0	0	0	9	0	0	0	2	0	7	0	0	0	0	0	0	0
TACC3	ENSG00000013810	ENST00000493975	protein_coding	0	0	0	4	0	0	0	1	0	3	0	0	0	0	0	0	0
TACO1	ENSG00000136463	ENST00000258975	protein_coding	0	0	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0
TEAD3	ENSG00000007866	ENST00000338863	protein_coding	0	0	0	8	0	0	0	0	0	6	0	0	0	0	0	0	2
TEAD3	ENSG00000007866	ENST00000402886	protein_coding	0	0	0	8	0	0	0	0	0	6	0	0	0	0	0	0	2
TENM1	ENSG00000009694	ENST00000371130	protein_coding	0	0	0	11	0	0	0	0	0	11	0	0	0	0	0	0	0
TENM1	ENSG00000009694	ENST00000422452	protein_coding	0	0	0	11	0	0	0	0	0	11	0	0	0	0	0	0	0
TFEB	ENSG00000112561	ENST00000230323	protein_coding	0	0	0	6	0	0	0	0	0	6	0	0	0	0	0	0	0
TFEB	ENSG00000112561	ENST00000358871	protein_coding	0	0	0	6	0	0	0	0	0	6	0	0	0	0	0	0	0
TFEB	ENSG00000112561	ENST00000373033	protein_coding	0	0	0	6	0	0	0	0	0	6	0	0	0	0	0	0	0
TFEB	ENSG00000112561	ENST00000394283	protein_coding	0	0	0	6	0	0	0	0	0	6	0	0	0	0	0	0	0
TFEB	ENSG00000112561	ENST00000403298	protein_coding	0	0	0	6	0	0	0	0	0	6	0	0	0	0	0	0	0
TFEB	ENSG00000112561	ENST00000416140	protein_coding	0	0	0	6	0	0	0	0	0	6	0	0	0	0	0	0	0
TFEB	ENSG00000112561	ENST00000419396	protein_coding	0	0	0	6	0	0	0	0	0	6	0	0	0	0	0	0	0
TFEB	ENSG00000112561	ENST00000420312	protein_coding	0	0	0	6	0	0	0	0	0	6	0	0	0	0	0	0	0
TFEB	ENSG00000112561	ENST00000424495	protein_coding	0	0	0	6	0	0	0	0	0	6	0	0	0	0	0	0	0
TFEB	ENSG00000112561	ENST00000425401	protein_coding	0	0	0	6	0	0	0	0	0	6	0	0	0	0	0	0	0
TFEB	ENSG00000112561	ENST00000433032	protein_coding	0	0	0	6	0	0	0	0	0	6	0	0	0	0	0	0	0
TFEB	ENSG00000112561	ENST00000445700	protein_coding	0	0	0	6	0	0	0	0	0	6	0	0	0	0	0	0	0
TMEM116	ENSG00000198270	ENST00000354825	protein_coding	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	1
TMEM116	ENSG00000198270	ENST00000355445	protein_coding	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	1
TMEM116	ENSG00000198270	ENST00000437003	protein_coding	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	1
TMEM116	ENSG00000198270	ENST00000549425	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
TMEM116	ENSG00000198270	ENST00000549537	protein_coding	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	1
TMEM116	ENSG00000198270	ENST00000550037	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
TMEM116	ENSG00000198270	ENST00000550800	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
TMEM116	ENSG00000198270	ENST00000550831	protein_coding	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	1
TMEM116	ENSG00000198270	ENST00000552374	protein_coding	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	1
TMEM129	ENSG00000168936	ENST00000303277	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
TMEM129	ENSG00000168936	ENST00000382936	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
TMEM129	ENSG00000168936	ENST00000536901	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
TMEM178B	ENSG00000261115	ENST00000565468	protein_coding	0	0	0	11	0	0	0	0	0	11	0	0	0	0	0	0	0
TNIP1	ENSG00000145901	ENST00000315050	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
TNIP1	ENSG00000145901	ENST00000389378	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
TNIP1	ENSG00000145901	ENST00000517504	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
TNIP1	ENSG00000145901	ENST00000518977	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
TNIP1	ENSG00000145901	ENST00000520931	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
TNIP1	ENSG00000145901	ENST00000521591	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
TNIP1	ENSG00000145901	ENST00000522226	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
TNIP1	ENSG00000145901	ENST00000523200	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
TNIP1	ENSG00000145901	ENST00000523338	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
TNIP1	ENSG00000145901	ENST00000524280	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
TP53AIP1	ENSG00000120471	ENST00000458238	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0
TP53AIP1	ENSG00000120471	ENST00000530777	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
TP53AIP1	ENSG00000120471	ENST00000531399	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0
TP53AIP1	ENSG00000120471	ENST00000602346	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0
TRIM43	ENSG00000144015	ENST00000272395	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4
TRPC1	ENSG00000144935	ENST00000273482	protein_coding	1	0	0	8	0	0	0	0	1	8	0	0	0	0	0	0	0
TRPC1	ENSG00000144935	ENST00000476941	protein_coding	1	0	0	8	0	0	0	0	1	8	0	0	0	0	0	0	0
TSEN2	ENSG00000154743	ENST00000412698	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
TSKU	ENSG00000182704	ENST00000333090	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0
TSKU	ENSG00000182704	ENST00000525167	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0
TSKU	ENSG00000182704	ENST00000533752	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0
