# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
SLC34A2	ENSG00000157765	ENST00000513204	protein_coding	0	1	1	4	0	0	0	3	0	2	1	0	0	1	0	0	0	0	0
SLCO1B3	ENSG00000111700	ENST00000553473	protein_coding	0	0	0	16	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0
SLCO1B7	ENSG00000205754	ENST00000421593	protein_coding	0	0	0	16	0	0	0	0	0	14	0	0	0	0	0	0	0	0	2
SLCO1B7	ENSG00000205754	ENST00000545916	protein_coding	0	0	0	6	0	0	0	0	0	4	0	0	0	0	0	0	0	0	2
SLCO1B7	ENSG00000205754	ENST00000554957	protein_coding	0	0	0	16	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0
SOD2	ENSG00000112096	ENST00000401980	protein_coding	0	0	0	7	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0
SOD2	ENSG00000112096	ENST00000535561	protein_coding	0	0	0	7	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0
SOD2	ENSG00000112096	ENST00000537657	protein_coding	0	0	0	7	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0
SOD2	ENSG00000112096	ENST00000545162	protein_coding	0	0	0	7	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0
SOD2	ENSG00000112096	ENST00000546087	protein_coding	0	0	0	7	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0
SP110	ENSG00000135899	ENST00000258381	protein_coding	0	0	1	26	0	0	0	0	0	20	1	0	0	0	0	0	0	0	6
SP110	ENSG00000135899	ENST00000258382	protein_coding	0	0	1	26	0	0	0	0	0	20	1	0	0	0	0	0	0	0	6
SP110	ENSG00000135899	ENST00000338556	protein_coding	0	1	0	27	0	1	1	0	0	20	0	0	0	0	0	0	0	0	6
SP110	ENSG00000135899	ENST00000358662	protein_coding	0	0	1	26	0	0	0	0	0	20	1	0	0	0	0	0	0	0	6
SP110	ENSG00000135899	ENST00000392048	protein_coding	0	0	1	26	0	0	0	0	0	20	1	0	0	0	0	0	0	0	6
SP110	ENSG00000135899	ENST00000409815	protein_coding	0	0	1	16	0	0	0	3	0	7	1	0	0	0	0	0	0	0	6
SP110	ENSG00000135899	ENST00000416610	protein_coding	0	0	0	15	0	0	0	5	0	10	0	0	0	0	0	0	0	0	0
SP110	ENSG00000135899	ENST00000455674	protein_coding	0	0	1	16	0	0	0	3	0	7	1	0	0	0	0	0	0	0	6
SP110	ENSG00000135899	ENST00000540870	protein_coding	0	0	1	26	0	0	0	0	0	26	1	0	0	0	0	0	0	0	0
SP140	ENSG00000079263	ENST00000343805	protein_coding	0	0	0	22	0	0	0	0	0	20	0	0	0	0	0	0	0	0	2
SP140	ENSG00000079263	ENST00000350136	protein_coding	0	0	0	22	0	0	0	0	0	20	0	0	0	0	0	0	0	0	2
SP140	ENSG00000079263	ENST00000373645	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
SP140	ENSG00000079263	ENST00000392045	protein_coding	0	0	0	22	0	0	0	0	0	20	0	0	0	0	0	0	0	0	2
SP140	ENSG00000079263	ENST00000417495	protein_coding	0	0	0	22	0	0	0	0	0	20	0	0	0	0	0	0	0	0	2
SP140	ENSG00000079263	ENST00000420434	protein_coding	0	0	0	22	0	0	0	0	0	20	0	0	0	0	0	0	0	0	2
SP140	ENSG00000079263	ENST00000456542	protein_coding	0	0	0	23	0	0	0	0	0	20	0	0	0	0	0	0	0	0	3
SP140	ENSG00000079263	ENST00000486687	protein_coding	0	0	0	22	0	0	0	0	0	20	0	0	0	0	0	0	0	0	2
SPACA3	ENSG00000141316	ENST00000269053	protein_coding	0	0	0	8	0	0	1	4	0	0	0	0	0	0	0	0	0	0	3
SPACA3	ENSG00000141316	ENST00000394638	protein_coding	0	0	0	8	0	0	1	4	0	0	0	0	0	0	0	0	0	0	3
SPACA3	ENSG00000141316	ENST00000580599	protein_coding	0	0	0	30	0	0	0	4	0	15	0	0	0	0	0	0	0	0	11
SPOCD1	ENSG00000134668	ENST00000257100	protein_coding	0	0	0	11	0	0	0	0	0	9	0	0	0	0	0	0	0	0	2
SPOCD1	ENSG00000134668	ENST00000360482	protein_coding	0	0	2	9	0	0	0	0	0	7	2	0	0	0	0	0	0	0	2
SPOCD1	ENSG00000134668	ENST00000373648	protein_coding	0	0	2	9	0	0	0	0	0	7	2	0	0	0	0	0	0	0	2
SPOCD1	ENSG00000134668	ENST00000525930	protein_coding	0	0	0	11	0	0	0	0	0	9	0	0	0	0	0	0	0	0	2
SPOCD1	ENSG00000134668	ENST00000528791	protein_coding	0	0	0	11	0	0	0	0	0	9	0	0	0	0	0	0	0	0	2
SPOCD1	ENSG00000134668	ENST00000529396	protein_coding	0	0	0	11	0	0	0	0	0	9	0	0	0	0	0	0	0	0	2
SPOCD1	ENSG00000134668	ENST00000533231	protein_coding	0	0	2	9	0	0	0	0	0	7	2	0	0	0	0	0	0	0	2
SPTBN4	ENSG00000160460	ENST00000338932	protein_coding	1	0	1	8	0	0	0	0	0	9	1	0	1	0	0	0	0	0	0
SPTBN4	ENSG00000160460	ENST00000344104	protein_coding	1	0	1	8	0	0	0	0	0	9	1	0	1	0	0	0	0	0	0
SPTBN4	ENSG00000160460	ENST00000352632	protein_coding	1	0	1	8	0	0	0	0	0	9	1	0	1	0	0	0	0	0	0
SPTBN4	ENSG00000160460	ENST00000595535	protein_coding	1	0	1	8	0	0	0	0	0	9	1	0	1	0	0	0	0	0	0
SPTBN4	ENSG00000160460	ENST00000598249	protein_coding	1	0	1	8	0	0	0	0	0	9	1	0	1	0	0	0	0	0	0
SRM	ENSG00000116649	ENST00000376957	protein_coding	0	0	0	12	3	0	0	4	0	3	0	0	0	0	0	0	0	0	2
SRM	ENSG00000116649	ENST00000465788	protein_coding	0	0	0	8	0	0	0	5	0	2	0	0	0	0	0	0	0	0	1
SRM	ENSG00000116649	ENST00000487300	protein_coding	0	0	0	9	0	0	0	5	0	2	0	0	0	0	0	0	0	0	2
SRM	ENSG00000116649	ENST00000490101	protein_coding	0	0	0	8	3	0	0	2	0	1	0	0	0	0	0	0	0	0	2
ST7	ENSG00000004866	ENST00000265437	protein_coding	0	0	0	45	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0
ST7	ENSG00000004866	ENST00000323984	protein_coding	0	0	0	45	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0
ST7	ENSG00000004866	ENST00000393443	protein_coding	0	0	0	45	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0
ST7	ENSG00000004866	ENST00000393444	protein_coding	0	0	0	45	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0
ST7	ENSG00000004866	ENST00000393446	protein_coding	0	0	0	45	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0
ST7	ENSG00000004866	ENST00000393447	protein_coding	0	0	0	45	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0
ST7	ENSG00000004866	ENST00000393449	protein_coding	0	0	0	45	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0
ST7	ENSG00000004866	ENST00000393451	protein_coding	0	0	0	45	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0
ST7	ENSG00000004866	ENST00000417919	protein_coding	0	0	0	26	0	0	0	2	0	24	0	0	0	0	0	0	0	0	0
ST7	ENSG00000004866	ENST00000420755	protein_coding	0	0	0	23	0	0	0	2	0	21	0	0	0	0	0	0	0	0	0
ST7	ENSG00000004866	ENST00000421345	protein_coding	0	0	0	26	0	0	0	2	0	24	0	0	0	0	0	0	0	0	0
ST7	ENSG00000004866	ENST00000422922	protein_coding	0	0	0	45	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0
ST7	ENSG00000004866	ENST00000432298	protein_coding	0	0	0	45	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0
ST7	ENSG00000004866	ENST00000434836	protein_coding	0	0	0	12	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0
ST7	ENSG00000004866	ENST00000446490	protein_coding	0	0	0	45	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0
ST7	ENSG00000004866	ENST00000449366	protein_coding	0	0	0	31	0	0	0	5	0	26	0	0	0	0	0	0	0	0	0
ST7	ENSG00000004866	ENST00000465133	protein_coding	0	0	0	41	0	0	0	8	0	33	0	0	0	0	0	0	0	0	0
ST7	ENSG00000004866	ENST00000477742	protein_coding	0	0	0	31	0	0	0	5	0	26	0	0	0	0	0	0	0	0	0
ST7	ENSG00000004866	ENST00000490039	protein_coding	0	0	0	33	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0
STAT5B	ENSG00000173757	ENST00000293328	protein_coding	0	0	0	11	3	0	0	0	0	8	0	0	0	0	0	0	0	0	0
STK11	ENSG00000118046	ENST00000326873	protein_coding	1	3	4	1	0	0	0	0	0	3	4	0	1	1	0	0	0	2	0
STK11	ENSG00000118046	ENST00000585851	protein_coding	0	1	2	6	0	0	0	3	0	3	2	0	0	0	0	0	0	1	0
STK11	ENSG00000118046	ENST00000586243	protein_coding	1	0	0	5	0	0	0	0	0	1	0	0	1	0	0	0	0	0	5
SVEP1	ENSG00000165124	ENST00000302728	protein_coding	0	0	0	6	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
SVEP1	ENSG00000165124	ENST00000374461	protein_coding	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
SVEP1	ENSG00000165124	ENST00000374469	protein_coding	0	0	0	6	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
SVEP1	ENSG00000165124	ENST00000401783	protein_coding	0	0	0	6	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
SYNE2	ENSG00000054654	ENST00000341472	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SYNE2	ENSG00000054654	ENST00000344113	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SYNE2	ENSG00000054654	ENST00000356081	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SYNE2	ENSG00000054654	ENST00000357395	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SYNE2	ENSG00000054654	ENST00000358025	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TDRD12	ENSG00000173809	ENST00000444215	protein_coding	0	1	0	6	0	0	0	0	0	6	0	0	0	0	0	0	0	1	0
TEX2	ENSG00000136478	ENST00000258991	protein_coding	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
TEX2	ENSG00000136478	ENST00000583097	protein_coding	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
TEX2	ENSG00000136478	ENST00000583501	protein_coding	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
TEX2	ENSG00000136478	ENST00000584379	protein_coding	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
THY1	ENSG00000154096	ENST00000284240	protein_coding	0	0	0	32	0	0	0	17	0	0	0	0	0	0	0	0	0	0	15
THY1	ENSG00000154096	ENST00000524659	protein_coding	0	0	0	30	0	0	0	15	0	0	0	0	0	0	0	0	0	0	15
THY1	ENSG00000154096	ENST00000524970	protein_coding	0	0	0	26	0	0	0	17	0	0	0	0	0	0	0	0	0	0	9
THY1	ENSG00000154096	ENST00000528522	protein_coding	0	0	0	24	0	0	0	17	0	0	0	0	0	0	0	0	0	0	7
THY1	ENSG00000154096	ENST00000580275	protein_coding	0	0	0	26	0	0	0	17	0	0	0	0	0	0	0	0	0	0	9
TMEM116	ENSG00000198270	ENST00000354825	protein_coding	0	0	0	6	0	0	0	0	0	4	0	0	0	0	0	0	0	0	2
TMEM116	ENSG00000198270	ENST00000355445	protein_coding	0	0	0	6	0	0	0	0	0	4	0	0	0	0	0	0	0	0	2
TMEM116	ENSG00000198270	ENST00000437003	protein_coding	0	0	0	6	0	0	0	0	0	4	0	0	0	0	0	0	0	0	2
TMEM116	ENSG00000198270	ENST00000546962	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
TMEM116	ENSG00000198270	ENST00000549425	protein_coding	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3
TMEM116	ENSG00000198270	ENST00000549537	protein_coding	0	0	0	6	0	0	0	0	0	4	0	0	0	0	0	0	0	0	2
TMEM116	ENSG00000198270	ENST00000550037	protein_coding	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3
TMEM116	ENSG00000198270	ENST00000550233	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
TMEM116	ENSG00000198270	ENST00000550800	protein_coding	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3
TMEM116	ENSG00000198270	ENST00000550831	protein_coding	0	0	0	6	0	0	0	0	0	4	0	0	0	0	0	0	0	0	2
TMEM116	ENSG00000198270	ENST00000552374	protein_coding	0	0	0	6	0	0	0	0	0	4	0	0	0	0	0	0	0	0	2
TMEM117	ENSG00000139173	ENST00000266534	protein_coding	0	0	0	27	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0
TMEM117	ENSG00000139173	ENST00000536799	protein_coding	0	0	0	27	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0
TMEM117	ENSG00000139173	ENST00000550495	protein_coding	0	0	0	27	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0
TMEM117	ENSG00000139173	ENST00000551577	protein_coding	0	0	0	27	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0
TMEM178B	ENSG00000261115	ENST00000565468	protein_coding	0	0	0	22	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0
TMEM50B	ENSG00000142188	ENST00000432504	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TMEM50B	ENSG00000142188	ENST00000542230	protein_coding	0	0	0	3	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TMEM63A	ENSG00000196187	ENST00000366835	protein_coding	0	0	0	7	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0
TMEM63A	ENSG00000196187	ENST00000436966	protein_coding	0	0	0	7	0	0	0	0	0	5	0	0	0	0	0	0	0	0	2
TMEM98	ENSG00000006042	ENST00000261713	protein_coding	0	0	0	4	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1
TMEM98	ENSG00000006042	ENST00000394642	protein_coding	0	0	0	4	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1
TMEM98	ENSG00000006042	ENST00000395149	protein_coding	0	0	0	4	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1
TMEM98	ENSG00000006042	ENST00000439138	protein_coding	0	0	0	4	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1
TMEM98	ENSG00000006042	ENST00000578289	protein_coding	0	0	0	4	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1
TMEM98	ENSG00000006042	ENST00000579849	protein_coding	0	0	0	4	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1
TMEM98	ENSG00000006042	ENST00000583437	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
TRAC	ENSG00000229164	ENST00000478163	TR_C_gene	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
TRAIP	ENSG00000183763	ENST00000331456	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
TRAIP	ENSG00000183763	ENST00000469027	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
TRAIP	ENSG00000183763	ENST00000482243	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
TRAIP	ENSG00000183763	ENST00000482582	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
TRAP1	ENSG00000126602	ENST00000246957	protein_coding	0	1	0	65	0	0	0	0	0	50	0	0	0	1	0	0	0	0	16
TRAP1	ENSG00000126602	ENST00000538171	protein_coding	0	1	0	65	0	0	0	0	0	50	0	0	0	1	0	0	0	0	16
TRAP1	ENSG00000126602	ENST00000571538	protein_coding	0	1	0	34	0	0	0	15	0	18	0	0	0	1	0	0	0	0	2
TRAP1	ENSG00000126602	ENST00000575671	protein_coding	0	1	0	20	0	1	7	0	0	0	0	0	0	0	0	0	0	0	13
TRAP1	ENSG00000126602	ENST00000576335	protein_coding	0	0	0	33	0	0	0	0	0	26	0	0	0	0	0	0	0	0	7
TRIM41	ENSG00000146063	ENST00000315073	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
TRIM41	ENSG00000146063	ENST00000351937	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
TRIM41	ENSG00000146063	ENST00000515499	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
TRIM7	ENSG00000146054	ENST00000274773	protein_coding	0	0	0	7	0	0	0	5	0	2	0	0	0	0	0	0	0	0	0
TRIM7	ENSG00000146054	ENST00000334421	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TRIM7	ENSG00000146054	ENST00000361809	protein_coding	0	0	0	7	0	0	0	5	0	2	0	0	0	0	0	0	0	0	0
TRIM7	ENSG00000146054	ENST00000393315	protein_coding	0	0	0	7	0	0	0	5	0	2	0	0	0	0	0	0	0	0	0
TRIM7	ENSG00000146054	ENST00000393319	protein_coding	0	0	0	7	0	0	0	5	0	1	0	0	0	0	0	0	0	0	1
TRIM7	ENSG00000146054	ENST00000422067	protein_coding	0	0	0	7	0	0	0	5	0	2	0	0	0	0	0	0	0	0	0
TSEN2	ENSG00000154743	ENST00000412698	protein_coding	0	0	0	14	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0
TSSK1B	ENSG00000212122	ENST00000390666	protein_coding	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1
TTC3	ENSG00000182670	ENST00000354749	protein_coding	0	0	1	5	0	0	0	1	0	4	1	0	0	0	0	0	0	0	0
TTC3	ENSG00000182670	ENST00000355666	protein_coding	0	1	1	11	0	1	1	1	0	9	1	0	0	0	0	0	0	0	0
TTC3	ENSG00000182670	ENST00000399010	protein_coding	0	1	0	6	0	1	1	0	0	5	0	0	0	0	0	0	0	0	0
TTC3	ENSG00000182670	ENST00000399017	protein_coding	0	0	1	10	0	0	0	1	0	4	1	0	0	0	0	0	0	0	5
TTC3	ENSG00000182670	ENST00000418766	protein_coding	0	1	1	10	0	1	1	0	0	9	1	0	0	0	0	0	0	0	0
TTC3	ENSG00000182670	ENST00000428693	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TTC3	ENSG00000182670	ENST00000438055	protein_coding	0	1	1	10	0	1	1	0	0	9	1	0	0	0	0	0	0	0	0
TTC3	ENSG00000182670	ENST00000450533	protein_coding	0	1	1	10	0	1	1	0	0	9	1	0	0	0	0	0	0	0	0
TTC3	ENSG00000182670	ENST00000540756	protein_coding	0	1	1	10	0	1	1	0	0	9	1	0	0	0	0	0	0	0	0
UCK1	ENSG00000130717	ENST00000372208	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
UCK1	ENSG00000130717	ENST00000372210	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
UCK1	ENSG00000130717	ENST00000372211	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
UCK1	ENSG00000130717	ENST00000372215	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
USP2	ENSG00000036672	ENST00000260187	protein_coding	0	0	0	6	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
USP2	ENSG00000036672	ENST00000455332	protein_coding	0	0	0	6	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
USP2	ENSG00000036672	ENST00000525735	protein_coding	0	0	0	6	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
VARS2	ENSG00000137411	ENST00000321897	protein_coding	1	1	0	3	0	0	0	1	1	2	0	0	0	0	0	0	0	1	0
VARS2	ENSG00000137411	ENST00000416670	protein_coding	1	1	0	3	0	0	0	1	1	2	0	0	0	0	0	0	0	1	0
VARS2	ENSG00000137411	ENST00000421263	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
VARS2	ENSG00000137411	ENST00000428017	protein_coding	0	0	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
VARS2	ENSG00000137411	ENST00000541562	protein_coding	1	1	0	3	0	0	0	1	1	2	0	0	0	0	0	0	0	1	0
VARS2	ENSG00000137411	ENST00000542001	protein_coding	1	1	0	3	0	0	0	1	1	2	0	0	0	0	0	0	0	1	0
VWA5B1	ENSG00000158816	ENST00000289815	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
VWA5B1	ENSG00000158816	ENST00000289825	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
VWA5B1	ENSG00000158816	ENST00000375079	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
VWA5B1	ENSG00000158816	ENST00000375083	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
WT1	ENSG00000184937	ENST00000332351	protein_coding	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
WT1	ENSG00000184937	ENST00000379079	protein_coding	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
WT1	ENSG00000184937	ENST00000448076	protein_coding	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
WT1	ENSG00000184937	ENST00000452863	protein_coding	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
WT1	ENSG00000184937	ENST00000527775	protein_coding	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
WT1	ENSG00000184937	ENST00000527882	protein_coding	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
WT1	ENSG00000184937	ENST00000530998	protein_coding	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
YES1	ENSG00000176105	ENST00000314574	protein_coding	6	2	7	6	1	0	0	0	0	5	7	0	0	1	6	0	0	2	0
YES1	ENSG00000176105	ENST00000577961	protein_coding	6	2	7	6	1	0	0	0	0	5	7	0	0	1	6	0	0	2	0
YES1	ENSG00000176105	ENST00000584307	protein_coding	6	2	7	6	1	0	0	0	0	5	7	0	0	1	6	0	0	2	0
YIPF2	ENSG00000130733	ENST00000253031	protein_coding	0	0	0	24	3	0	0	12	0	3	0	0	0	0	0	0	0	0	6
YIPF2	ENSG00000130733	ENST00000585858	protein_coding	0	0	0	24	0	0	0	17	0	1	0	0	0	0	0	0	0	0	6
YIPF2	ENSG00000130733	ENST00000586575	protein_coding	0	0	0	24	0	0	0	17	0	1	0	0	0	0	0	0	0	0	6
YIPF2	ENSG00000130733	ENST00000586748	protein_coding	0	0	0	24	3	0	0	12	0	3	0	0	0	0	0	0	0	0	6
YIPF2	ENSG00000130733	ENST00000587943	protein_coding	0	0	0	24	0	0	0	17	0	1	0	0	0	0	0	0	0	0	6
YIPF2	ENSG00000130733	ENST00000588347	protein_coding	0	0	0	24	0	0	0	17	0	1	0	0	0	0	0	0	0	0	6
YIPF2	ENSG00000130733	ENST00000589971	protein_coding	0	0	1	17	0	0	0	14	0	2	1	0	0	0	0	0	0	0	1
YIPF2	ENSG00000130733	ENST00000590329	protein_coding	0	0	0	24	0	0	0	17	0	1	0	0	0	0	0	0	0	0	6
YIPF2	ENSG00000130733	ENST00000591872	protein_coding	0	0	0	18	3	0	0	14	0	0	0	0	0	0	0	0	0	0	1
YIPF2	ENSG00000130733	ENST00000592646	protein_coding	0	2	0	16	3	0	0	12	0	2	0	0	0	2	0	0	0	0	1
ZNF330	ENSG00000109445	ENST00000262990	protein_coding	0	0	0	6	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0
ZNF330	ENSG00000109445	ENST00000421169	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ZNF330	ENSG00000109445	ENST00000503649	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ZNF330	ENSG00000109445	ENST00000512738	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ZNF330	ENSG00000109445	ENST00000512809	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ZNF33B	ENSG00000196693	ENST00000359467	protein_coding	0	0	0	72	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0
ZNF341	ENSG00000131061	ENST00000342427	protein_coding	0	0	0	9	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0
ZNF341	ENSG00000131061	ENST00000375200	protein_coding	0	0	0	9	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0
ZNF398	ENSG00000197024	ENST00000335901	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ZNF398	ENSG00000197024	ENST00000420008	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ZNF398	ENSG00000197024	ENST00000426851	protein_coding	0	0	0	20	0	0	0	0	0	18	0	0	0	0	0	0	0	0	2
ZNF398	ENSG00000197024	ENST00000475153	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ZNF398	ENSG00000197024	ENST00000483892	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ZNF398	ENSG00000197024	ENST00000491174	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ZNF398	ENSG00000197024	ENST00000540950	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ZNF425	ENSG00000204947	ENST00000378061	protein_coding	1	1	1	35	0	0	0	0	1	30	1	0	0	0	0	0	0	1	5
ZNF425	ENSG00000204947	ENST00000483014	protein_coding	1	1	1	35	0	0	0	0	1	30	1	0	0	0	0	0	0	1	5
ZNF75D	ENSG00000186376	ENST00000370764	protein_coding	0	0	0	5	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0
ZNF75D	ENSG00000186376	ENST00000370766	protein_coding	0	0	0	5	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0
