# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_splice_region_variant	variants_effect_start_retained_variant	variants_effect_stop_gained	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
RAD51B	ENSG00000182185	ENST00000554575	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
RAD51C	ENSG00000108384	ENST00000337432	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
RAD51C	ENSG00000108384	ENST00000413590	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
RAD51C	ENSG00000108384	ENST00000421782	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
RAD51C	ENSG00000108384	ENST00000425173	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
RAD51C	ENSG00000108384	ENST00000461271	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
RAD51C	ENSG00000108384	ENST00000583539	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
RAD51C	ENSG00000108384	ENST00000622327	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
RAD54L	ENSG00000085999	ENST00000371975	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
RAD54L	ENSG00000085999	ENST00000442598	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
RAD54L	ENSG00000085999	ENST00000488942	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
RAD54L	ENSG00000085999	ENST00000671528	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
RAF1	ENSG00000132155	ENST00000251849	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
RAF1	ENSG00000132155	ENST00000432427	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
RAF1	ENSG00000132155	ENST00000442415	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
RAF1	ENSG00000132155	ENST00000685437	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
RAF1	ENSG00000132155	ENST00000685653	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
RAF1	ENSG00000132155	ENST00000685740	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
RAF1	ENSG00000132155	ENST00000685959	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
RAF1	ENSG00000132155	ENST00000687923	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
RAF1	ENSG00000132155	ENST00000688543	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
RAF1	ENSG00000132155	ENST00000688753	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
RAF1	ENSG00000132155	ENST00000689033	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
RAF1	ENSG00000132155	ENST00000689226	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
RAF1	ENSG00000132155	ENST00000689389	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
RAF1	ENSG00000132155	ENST00000690397	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
RAF1	ENSG00000132155	ENST00000690460	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
RAF1	ENSG00000132155	ENST00000691718	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
RAF1	ENSG00000132155	ENST00000691899	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
RAF1	ENSG00000132155	ENST00000692093	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
RAF1	ENSG00000132155	ENST00000692959	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
RAF1	ENSG00000132155	ENST00000693312	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
RB1	ENSG00000139687	ENST00000267163	protein_coding	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0
RB1	ENSG00000139687	ENST00000643064	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
RB1	ENSG00000139687	ENST00000650461	protein_coding	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0
RECQL4	ENSG00000160957	ENST00000524998	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
RECQL4	ENSG00000160957	ENST00000531875	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
RECQL4	ENSG00000160957	ENST00000532846	protein_coding	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0
RECQL4	ENSG00000160957	ENST00000534626	protein_coding	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0
RECQL4	ENSG00000160957	ENST00000617875	protein_coding	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0
RECQL4	ENSG00000160957	ENST00000621189	protein_coding	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0
RET	ENSG00000165731	ENST00000340058	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0
RET	ENSG00000165731	ENST00000355710	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0
RET	ENSG00000165731	ENST00000498820	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
RET	ENSG00000165731	ENST00000615310	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0
RIT1	ENSG00000143622	ENST00000368322	protein_coding	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0
RIT1	ENSG00000143622	ENST00000368323	protein_coding	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0
RIT1	ENSG00000143622	ENST00000539040	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
RIT1	ENSG00000143622	ENST00000609492	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
RIT1	ENSG00000143622	ENST00000651833	protein_coding	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0
RIT1	ENSG00000143622	ENST00000651853	protein_coding	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0
ROS1	ENSG00000047936	ENST00000368507	protein_coding	0	0	1	6	0	0	0	0	0	6	1	0	0	0	0	0
ROS1	ENSG00000047936	ENST00000368508	protein_coding	0	0	1	6	0	0	0	0	0	6	1	0	0	0	0	0
ROS1	ENSG00000047936	ENST00000403284	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0
SDHA	ENSG00000073578	ENST00000264932	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
SDHA	ENSG00000073578	ENST00000504309	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
SDHA	ENSG00000073578	ENST00000510361	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
SDHD	ENSG00000204370	ENST00000375549	protein_coding	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0
SDHD	ENSG00000204370	ENST00000525291	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0
SDHD	ENSG00000204370	ENST00000526592	protein_coding	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0
SDHD	ENSG00000204370	ENST00000528021	protein_coding	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0
SDHD	ENSG00000204370	ENST00000528048	protein_coding	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0
SDHD	ENSG00000204370	ENST00000528182	protein_coding	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0
SETD2	ENSG00000181555	ENST00000409792	protein_coding	0	0	1	2	0	0	0	0	0	2	1	0	0	0	0	0
SETD2	ENSG00000181555	ENST00000412450	protein_coding	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0
SETD2	ENSG00000181555	ENST00000638947	protein_coding	0	0	1	2	0	0	0	0	0	2	1	0	0	0	0	0
SETD2	ENSG00000181555	ENST00000685005	protein_coding	0	0	1	2	0	0	0	0	0	2	1	0	0	0	0	0
SETD2	ENSG00000181555	ENST00000685399	protein_coding	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0
SETD2	ENSG00000181555	ENST00000686876	protein_coding	0	0	1	2	0	0	0	0	0	2	1	0	0	0	0	0
SETD2	ENSG00000181555	ENST00000690157	protein_coding	0	0	1	2	0	0	0	0	0	2	1	0	0	0	0	0
SETD2	ENSG00000181555	ENST00000691544	protein_coding	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0
SETD2	ENSG00000181555	ENST00000691902	protein_coding	0	0	1	2	0	0	0	0	0	2	1	0	0	0	0	0
SLX4	ENSG00000188827	ENST00000294008	protein_coding	0	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0
SMARCA4	ENSG00000127616	ENST00000344626	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0
SMARCA4	ENSG00000127616	ENST00000429416	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0
SMARCA4	ENSG00000127616	ENST00000444061	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0
SMARCA4	ENSG00000127616	ENST00000538456	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
SMARCA4	ENSG00000127616	ENST00000541122	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0
SMARCA4	ENSG00000127616	ENST00000586985	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
SMARCA4	ENSG00000127616	ENST00000589677	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0
SMARCA4	ENSG00000127616	ENST00000590574	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0
SMARCA4	ENSG00000127616	ENST00000591545	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
SMARCA4	ENSG00000127616	ENST00000592158	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
SMARCA4	ENSG00000127616	ENST00000642350	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0
SMARCA4	ENSG00000127616	ENST00000642508	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
SMARCA4	ENSG00000127616	ENST00000642628	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0
SMARCA4	ENSG00000127616	ENST00000642726	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0
SMARCA4	ENSG00000127616	ENST00000643208	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0
SMARCA4	ENSG00000127616	ENST00000643296	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0
SMARCA4	ENSG00000127616	ENST00000643534	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0
SMARCA4	ENSG00000127616	ENST00000643549	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0
SMARCA4	ENSG00000127616	ENST00000643857	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0
SMARCA4	ENSG00000127616	ENST00000643995	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0
SMARCA4	ENSG00000127616	ENST00000644065	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0
SMARCA4	ENSG00000127616	ENST00000644737	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0
SMARCA4	ENSG00000127616	ENST00000644963	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0
SMARCA4	ENSG00000127616	ENST00000645236	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
SMARCA4	ENSG00000127616	ENST00000645460	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0
SMARCA4	ENSG00000127616	ENST00000646183	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0
SMARCA4	ENSG00000127616	ENST00000646484	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0
SMARCA4	ENSG00000127616	ENST00000646510	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0
SMARCA4	ENSG00000127616	ENST00000646513	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
SMARCA4	ENSG00000127616	ENST00000646693	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0
SMARCA4	ENSG00000127616	ENST00000646746	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0
SMARCA4	ENSG00000127616	ENST00000647230	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0
SMARCA4	ENSG00000127616	ENST00000647268	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0
SMO	ENSG00000128602	ENST00000249373	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
SUFU	ENSG00000107882	ENST00000369899	protein_coding	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0
SUFU	ENSG00000107882	ENST00000369902	protein_coding	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0
SUFU	ENSG00000107882	ENST00000423559	protein_coding	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0
TEX14	ENSG00000121101	ENST00000240361	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
TEX14	ENSG00000121101	ENST00000349033	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
TEX14	ENSG00000121101	ENST00000389934	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
TFEB	ENSG00000112561	ENST00000230323	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
TFEB	ENSG00000112561	ENST00000343317	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
TFEB	ENSG00000112561	ENST00000358871	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
TFEB	ENSG00000112561	ENST00000373033	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
TFEB	ENSG00000112561	ENST00000394283	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
TFEB	ENSG00000112561	ENST00000403298	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
TFEB	ENSG00000112561	ENST00000406563	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
TFEB	ENSG00000112561	ENST00000416140	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
TFEB	ENSG00000112561	ENST00000419396	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
TFEB	ENSG00000112561	ENST00000419574	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
TFEB	ENSG00000112561	ENST00000420312	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
TFEB	ENSG00000112561	ENST00000424495	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
TFEB	ENSG00000112561	ENST00000445214	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
TFEB	ENSG00000112561	ENST00000677531	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
TFEB	ENSG00000112561	ENST00000678831	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
TIMM8B	ENSG00000150779	ENST00000504148	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
TIMM8B	ENSG00000150779	ENST00000541231	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
TMPRSS2	ENSG00000184012	ENST00000332149	protein_coding	0	1	0	4	0	0	0	0	0	4	0	0	0	0	1	0
TMPRSS2	ENSG00000184012	ENST00000398585	protein_coding	0	1	0	4	0	0	0	0	0	4	0	0	0	0	1	0
TMPRSS2	ENSG00000184012	ENST00000424093	protein_coding	0	0	0	5	0	0	0	0	0	5	0	0	0	0	0	0
TMPRSS2	ENSG00000184012	ENST00000454499	protein_coding	0	1	0	4	0	0	0	0	0	4	0	0	0	0	1	0
TMPRSS2	ENSG00000184012	ENST00000455813	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0
TMPRSS2	ENSG00000184012	ENST00000458356	protein_coding	0	1	0	4	0	0	0	0	0	4	0	0	0	0	1	0
TMPRSS2	ENSG00000184012	ENST00000676973	protein_coding	0	1	0	4	0	0	0	0	0	4	0	0	0	0	1	0
TMPRSS2	ENSG00000184012	ENST00000678171	protein_coding	0	1	0	4	0	0	0	0	0	4	0	0	0	0	1	0
TMPRSS2	ENSG00000184012	ENST00000678348	protein_coding	0	1	0	4	0	0	0	0	0	4	0	0	0	0	1	0
TMPRSS2	ENSG00000184012	ENST00000678743	protein_coding	0	1	0	4	0	0	0	0	0	4	0	0	0	0	1	0
TMPRSS2	ENSG00000184012	ENST00000679016	protein_coding	0	0	0	5	0	0	0	0	0	5	0	0	0	0	0	0
TMPRSS2	ENSG00000184012	ENST00000679054	protein_coding	0	1	0	4	0	0	0	0	0	4	0	0	0	0	1	0
TMPRSS2	ENSG00000184012	ENST00000679263	protein_coding	0	1	0	4	0	0	0	0	0	4	0	0	0	0	1	0
TNFAIP3	ENSG00000118503	ENST00000237289	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
TNFAIP3	ENSG00000118503	ENST00000420009	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
TNFAIP3	ENSG00000118503	ENST00000421450	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
TNFAIP3	ENSG00000118503	ENST00000433680	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
TNFAIP3	ENSG00000118503	ENST00000612899	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
TP53	ENSG00000141510	ENST00000269305	protein_coding	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0
TP53	ENSG00000141510	ENST00000359597	protein_coding	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0
TP53	ENSG00000141510	ENST00000413465	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0
TP53	ENSG00000141510	ENST00000420246	protein_coding	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0
TP53	ENSG00000141510	ENST00000445888	protein_coding	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0
TP53	ENSG00000141510	ENST00000455263	protein_coding	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0
TP53	ENSG00000141510	ENST00000503591	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0
TP53	ENSG00000141510	ENST00000504290	protein_coding	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0
TP53	ENSG00000141510	ENST00000504937	protein_coding	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0
TP53	ENSG00000141510	ENST00000508793	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0
TP53	ENSG00000141510	ENST00000509690	protein_coding	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0
TP53	ENSG00000141510	ENST00000510385	protein_coding	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0
TP53	ENSG00000141510	ENST00000514944	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0
TP53	ENSG00000141510	ENST00000576024	protein_coding	0	0	0	3	0	0	1	0	0	0	0	0	1	0	0	1
TP53	ENSG00000141510	ENST00000604348	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0
TP53	ENSG00000141510	ENST00000610292	protein_coding	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0
TP53	ENSG00000141510	ENST00000610538	protein_coding	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0
TP53	ENSG00000141510	ENST00000610623	protein_coding	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0
TP53	ENSG00000141510	ENST00000618944	protein_coding	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0
TP53	ENSG00000141510	ENST00000619186	protein_coding	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0
TP53	ENSG00000141510	ENST00000619485	protein_coding	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0
TP53	ENSG00000141510	ENST00000620739	protein_coding	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0
TP53	ENSG00000141510	ENST00000622645	protein_coding	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0
TSC1	ENSG00000165699	ENST00000298552	protein_coding	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0
TSC1	ENSG00000165699	ENST00000403810	protein_coding	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0
TSC1	ENSG00000165699	ENST00000440111	protein_coding	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0
TSC1	ENSG00000165699	ENST00000475903	protein_coding	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0
TSC1	ENSG00000165699	ENST00000490179	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
TSC1	ENSG00000165699	ENST00000545250	protein_coding	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0
TSC1	ENSG00000165699	ENST00000642617	protein_coding	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0
TSC1	ENSG00000165699	ENST00000642627	protein_coding	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0
TSC1	ENSG00000165699	ENST00000642646	protein_coding	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0
TSC1	ENSG00000165699	ENST00000642745	protein_coding	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0
TSC1	ENSG00000165699	ENST00000643072	protein_coding	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0
TSC1	ENSG00000165699	ENST00000643362	protein_coding	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0
TSC1	ENSG00000165699	ENST00000643583	protein_coding	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0
TSC1	ENSG00000165699	ENST00000643691	protein_coding	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0
TSC1	ENSG00000165699	ENST00000643875	protein_coding	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0
TSC1	ENSG00000165699	ENST00000644097	protein_coding	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0
TSC1	ENSG00000165699	ENST00000645129	protein_coding	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0
TSC1	ENSG00000165699	ENST00000645150	protein_coding	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0
TSC1	ENSG00000165699	ENST00000646440	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
TSC1	ENSG00000165699	ENST00000646625	protein_coding	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0
TSC1	ENSG00000165699	ENST00000647078	protein_coding	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0
TSC1	ENSG00000165699	ENST00000647462	protein_coding	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0
TSC2	ENSG00000103197	ENST00000219476	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0
TSC2	ENSG00000103197	ENST00000350773	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0
TSC2	ENSG00000103197	ENST00000382538	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0
TSC2	ENSG00000103197	ENST00000401874	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0
TSC2	ENSG00000103197	ENST00000439673	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0
TSC2	ENSG00000103197	ENST00000568454	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0
TSC2	ENSG00000103197	ENST00000642365	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0
TSC2	ENSG00000103197	ENST00000642561	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0
TSC2	ENSG00000103197	ENST00000642797	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0
TSC2	ENSG00000103197	ENST00000642936	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0
TSC2	ENSG00000103197	ENST00000643088	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0
TSC2	ENSG00000103197	ENST00000643946	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0
TSC2	ENSG00000103197	ENST00000644043	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0
TSC2	ENSG00000103197	ENST00000644329	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0
TSC2	ENSG00000103197	ENST00000644335	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0
TSC2	ENSG00000103197	ENST00000644399	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0
TSC2	ENSG00000103197	ENST00000645186	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1
TSC2	ENSG00000103197	ENST00000646388	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0
WRN	ENSG00000165392	ENST00000298139	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
WRN	ENSG00000165392	ENST00000651642	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
WT1	ENSG00000184937	ENST00000332351	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
WT1	ENSG00000184937	ENST00000379079	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
WT1	ENSG00000184937	ENST00000448076	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
WT1	ENSG00000184937	ENST00000452863	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
WT1	ENSG00000184937	ENST00000530998	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
WT1	ENSG00000184937	ENST00000639563	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
WT1	ENSG00000184937	ENST00000640146	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
XRN1	ENSG00000114127	ENST00000264951	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
ZAR1L	ENSG00000189167	ENST00000533490	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
